序号,股票代码,股票简称,解禁时间,限售股类型,解禁数量,实际解禁数量,实际解禁市值,占解禁前流通市值比例,解禁前一交易日收盘价,解禁前20日涨跌幅,解禁后20日涨跌幅
903,300564,筑博设计,2025/6/24,股权激励限售股份,1753600.0000000002,1753600.0000000002,21832320,0.015491802,12.45,,
904,600860,京城股份,2025/6/24,定向增发机构配售股份,7034552,7034552,82163567.36,0.016162785,11.68,,
902,603194,中力股份,2025/6/24,首发机构配售股份,1626684,1626684,60659046.36,0.032645697,37.29,,
906,688047,龙芯中科,2025/6/24,首发原股东限售股份,121355271,121355271,16583197782,0.433962304,136.65,,
905,833943,优机股份,2025/6/24,公开发行原股东限售股份,42422900,42422900,730946567.0000001,1.029629358,17.23,,
907,301190,善水科技,2025/6/24,追加承诺限售股份上市流通,143589600,143589600,2250049032,2.021053698,15.67,,
909,603019,中科曙光,2025/6/25,股权激励限售股份,3756789.9999999995,3756789.9999999995,289084990.5,0.002575593,76.95,,
908,300463,迈克生物,2025/6/25,股权激励限售股份,1537986,1537986,20470593.66,0.003129137,13.31,,
910,601968,宝钢包装,2025/6/25,定向增发机构配售股份,142740286,142740286,662314927.0400001,0.12598001,4.64,,
911,301079,邵阳液压,2025/6/26,股权激励限售股份,390974.99999999994,390974.99999999994,6388531.5,0.005671909,16.34,,
913,603538,美诺华,2025/6/26,股权激励限售股份,2159600,2159600,29025024,0.01012407,13.44,,
912,835207,众诚科技,2025/6/26,股权激励限售股份,1800000,1800000,48798000,0.03241814,27.11,,
916,002006,精工科技,2025/6/26,定向增发机构配售股份,64633440,64633440,1238376710,0.142001582,19.16,,
914,920082,方正阀门,2025/6/26,公开发行战略配售股份,6660000,6660000,94172400,0.210526316,14.14,,
917,603381,永臻股份,2025/6/26,"首发原股东限售股份,首发战略配售股份",88754995.99999999,88754995.99999999,1920658113.4399998,1.662617526,21.64,,
915,301580,爱迪特,2025/6/26,首发原股东限售股份,32411327,32411327,1884394552,1.703225412,58.14,,
919,600458,时代新材,2025/6/27,股权激励限售股份,679800,679800,8001246,0.000846788,11.77,,
920,300636,同和药业,2025/6/27,股权激励限售股份,1608795,1608795,12741656.399999999,0.004414695,7.92,,
921,601956,东贝集团,2025/6/27,股权激励限售股份,3053610,3053610,15634483.2,0.0049361,5.12,,
923,688620,安凯微,2025/6/27,首发战略配售股份,3920000,3920000,67737600,0.017162983,17.28,,
922,688629,华丰科技,2025/6/27,首发战略配售股份,3457446,3457446,222970692.5,0.019388388,64.49,,
925,688210,统联精密,2025/6/27,追加承诺限售股份上市流通,52854991,52854991,1200336845.6100001,0.492194834,22.71,,
924,688265,南模生物,2025/6/27,追加承诺限售股份上市流通,28575000,28575000,817245000,0.578575832,28.6,,
918,603215,比依股份,2025/6/27,股权激励限售股份,15450,15450,296640,8.2519541e-05,19.2,,
926,002825,纳尔股份,2025/6/30,股权激励限售股份,139968,139968,1209323.52,0.000537291,8.64,,
931,603195,公牛集团,2025/6/30,股权激励限售股份,879552,879552,64998892.800000004,0.000683699,73.9,,
933,603033,三维股份,2025/6/30,股权激励限售股份,1183000,1183000,16325400,0.001168359,13.8,,
927,000819,岳阳兴长,2025/6/30,股权激励限售股份,526800,526800,8481480,0.001510309,16.1,,
943,000598,兴蓉环境,2025/6/30,股权激励限售股份,4758800,4758800,31788784,0.001599701,6.68,,
941,603568,伟明环保,2025/6/30,股权激励限售股份,3129000,3129000,60358410,0.001842333,19.29,,
940,600929,雪天盐业,2025/6/30,股权激励限售股份,3021000,3021000,15981090,0.001845776,5.29,,
936,300919,中伟股份,2025/6/30,股权激励限售股份,1986432,1986432,73537712.64,0.002183329,37.02,,
930,603662,柯力传感,2025/6/30,股权激励限售股份,722808,722808,56740428,0.002573829,78.5,,
929,605598,上海港湾,2025/6/30,股权激励限售股份,701400,701400,15543024,0.00288622,22.16,,
932,600486,扬农化工,2025/6/30,股权激励限售股份,1167357,1167357,61006076.82,0.002897612,52.26,,
942,600328,中盐化工,2025/6/30,股权激励限售股份,4657130,4657130,34229905.5,0.00318812,7.35,,
928,300835,龙磁科技,2025/6/30,股权激励限售股份,562722,562722,24422134.8,0.006867504,43.4,,
939,688582,芯动联科,2025/6/30,首发战略配售股份,2208400,2208400,141072592,0.008945309,63.88,,
937,688429,时创能源,2025/6/30,首发战略配售股份,2000040,2000040,33200664,0.016974345,16.6,,
934,688719,爱科赛博,2025/6/30,首发原股东限售股份,1400000,1400000,50750000,0.019047635,36.25,,
938,300619,金银河,2025/6/30,定向增发机构配售股份,2112218,2112218,53565848.480000004,0.019205504,25.36,,
944,001391,国货航,2025/6/30,首发机构配售股份,19821318,19821318,136568881,0.023626511,6.89,,
935,688631,莱斯信息,2025/6/30,首发战略配售股份,1634800,1634800,188198175.99999997,0.026697063,115.12,,
950,002170,芭田股份,2025/6/30,定向增发机构配售股份,70224719,70224719,594101122.7,0.098774385,8.46,,
958,000791,甘肃能源,2025/6/30,定向增发机构配售股份,335097001,335097001,1980423276,0.209366955,5.91,,
949,001201,东瑞股份,2025/6/30,"首发原股东限售股份,定向增发机构配售股份",69675333,69675333,1012382588,0.420603563,14.53,,
947,688121,卓然股份,2025/6/30,追加承诺限售股份上市流通,61088000,61088000,701901119.9999999,0.431477434,11.49,,
953,301127,天源环保,2025/6/30,追加承诺限售股份上市流通,205092228,205092228,3593215834.5600004,0.47158904,17.52,,
957,000010,美丽生态,2025/6/30,定向增发机构配售股份,326859255,326859255,925011691.7,0.621462894,2.83,,
946,688227,品高股份,2025/6/30,追加承诺限售股份上市流通,48958494,48958494,2115006941,0.763821416,43.2,,
945,301166,优宁维,2025/6/30,追加承诺限售股份上市流通,40618800,40618800,1183225644,0.984247981,29.13,,
956,601089,福元医药,2025/6/30,首发原股东限售股份,274653587,274653587,4202199881,1.337513439,15.3,,
955,688206,概伦电子,2025/6/30,追加承诺限售股份上市流通,256744747,256744747,5263267314,1.449007712,20.5,,
959,688297,中无人机,2025/6/30,首发原股东限售股份,403378057,403378057,16389250456,1.485071687,40.63,,
948,001268,联合精密,2025/6/30,首发原股东限售股份,61540000,61540000,1189568200,1.534700312,19.33,,
951,301189,奥尼电子,2025/6/30,追加承诺限售股份上市流通,73720000,73720000,1997812000,1.802979578,27.1,,
952,301112,信邦智能,2025/6/30,首发原股东限售股份,74009691,74009691,1941274194.9299998,2.041257599,26.23,,
954,688236,春立医疗,2025/6/30,追加承诺限售股份上市流通,209133335,209133335,2823300023,2.637419995,13.5,,
961,000526,学大教育,2025/7/1,股权激励限售股份,550000,550000,29315000,0.004622233,53.3,,
960,836826,盖世食品,2025/7/1,追加承诺限售股份上市流通,302155,302155,3263274,0.004844767,10.8,,
962,300797,钢研纳克,2025/7/1,股权激励限售股份,3291750,3291750,40291020,0.008766044,12.24,,
963,600365,ST通葡,2025/7/1,股权激励限售股份,8160000,8160000,22276800,0.019487963,2.73,,
964,688316,青云科技,2025/7/1,首发原股东限售股份,11855468,11855468,1161835864,0.329829608,98,,
966,001309,德明利,2025/7/1,首发原股东限售股份,58401775,58401775,7812405442,0.666411897,133.77,,
965,688237,超卓航科,2025/7/1,首发原股东限售股份,45517039.00000001,45517039.00000001,1152946598,1.032453822,25.33,,
967,688192,迪哲医药,2025/7/1,追加承诺限售股份上市流通,223013329,223013329,10292065133,1.194406551,46.15,,
968,603926,铁流股份,2025/7/2,股权激励限售股份,1671000,1671000,16994070,0.007280014,10.17,,
970,600704,物产中大,2025/7/2,股权激励限售股份,39807000,39807000,200229209.99999997,0.007723962,5.03,,
969,920116,星图测控,2025/7/2,公开发行战略配售股份,2861272,2861272,183064182.6,0.109522373,63.98,,
972,688636,智明达,2025/7/3,股权激励限售股份,71332,71332,2339689.6,0.000634053,32.8,,
975,300133,华策影视,2025/7/3,股权激励限售股份,1260120,1260120,11013448.8,0.000776011,8.74,,
971,301135,瑞德智能,2025/7/3,股权激励限售股份,43500,43500,1114470,0.000879557,25.62,,
974,603709,中源家居,2025/7/3,股权激励限售股份,338519.99999999994,338519.99999999994,3882824.4,0.0027125,11.47,,
973,688717,艾罗能源,2025/7/3,追加承诺限售股份上市流通,250500,250500,11988930,0.003704765,47.86,,
977,603511,爱慕股份,2025/7/3,股权激励限售股份,1983300.0000000002,1983300.0000000002,31117977,0.004934965,15.69,,
978,603162,海通发展,2025/7/3,股权激励限售股份,2314500,2314500,20460180,0.008475678,8.84,,
976,603072,天和磁材,2025/7/3,首发机构配售股份,1324374,1324374,44830059.9,0.020455034,33.85,,
980,688226,威腾电气,2025/7/3,定向增发机构配售股份,30000000,30000000,1055400000,0.190297951,35.18,,
979,603350,安乃达,2025/7/3,首发原股东限售股份,15000000,15000000,532500000,0.517241379,35.5,,
982,600183,生益科技,2025/7/4,股权激励限售股份,23223539,23223539,795638446.1,0.009793429,34.26,,
981,003029,吉大正元,2025/7/4,首发原股东限售股份,9616759,9616759,235610595.50000003,0.056290189,24.5,,
987,600967,内蒙一机,2025/7/7,股权激励限售股份,258444,258444,2744675.2800000003,0.000152123,10.62,,
989,603876,鼎胜新材,2025/7/7,股权激励限售股份,324000,324000,2786400,0.000363355,8.6,,
985,603662,柯力传感,2025/7/7,股权激励限售股份,118750,118750,9321875,0.000422854,78.5,,
986,688319,欧林生物,2025/7/7,股权激励限售股份,224700,224700,2802009,0.000554255,12.47,,
984,301115,建科股份,2025/7/7,股权激励限售股份,81720,81720,1153886.4,0.000772752,14.12,,
988,300679,电连技术,2025/7/7,股权激励限售股份,287100,287100,19040472,0.000802509,66.32,,
993,601137,博威合金,2025/7/7,股权激励限售股份,720000,720000,15732000,0.000888858,21.85,,
1000,300587,天铁科技,2025/7/7,股权激励限售股份,1850823,1850823,8106604.74,0.001999612,4.38,,
1002,000933,神火股份,2025/7/7,股权激励限售股份,5295060,5295060,93246006.6,0.002360506,17.61,,
999,688180,君实生物,2025/7/7,股权激励期权行权,1845200,1845200,52717364,0.002413449,28.57,,
997,603786,科博达,2025/7/7,股权激励限售股份,1502200,1502200,109915974,0.003733212,73.17,,
991,605151,西上海,2025/7/7,股权激励限售股份,544000,544000,9144640,0.00404298,16.81,,
1004,688126,沪硅产业,2025/7/7,股权激励期权行权,11360257.999999998,11360257.999999998,233566904.48000002,0.004176107,20.56,,
1001,002935,天奥电子,2025/7/7,股权激励限售股份,2216121,2216121,35413613.58,0.005338881,15.98,,
990,836208,青矩技术,2025/7/7,股权激励限售股份,497036,497036,19931143.6,0.008220762,40.1,,
1003,002688,金河生物,2025/7/7,股权激励限售股份,6411000,6411000,28080180,0.008604631,4.38,,
998,605298,必得科技,2025/7/7,股权激励限售股份,1599000,1599000,21522540,0.008659533,13.46,,
994,300854,中兰环保,2025/7/7,股权激励限售股份,775000,775000,10230000,0.013797944,13.2,,
992,301208,中亦科技,2025/7/7,首发原股东限售股份,612000,612000,26010000,0.0138936,42.5,,
996,837821,则成电子,2025/7/7,公开发行战略配售股份,1160214,1160214,47661591.120000005,0.022803869,41.08,,
995,301233,盛帮股份,2025/7/7,首发原股东限售股份,994200,994200,48705858,0.053255341,48.99,,
1007,300657,弘信电子,2025/7/7,定向增发机构配售股份,24792872.000000004,24792872.000000004,1002375815,0.054297591,40.43,,
1005,688017,绿的谐波,2025/7/7,定向增发机构配售股份,14448867,14448867,2543000592,0.08561588,176,,
1009,688322,奥比中光,2025/7/7,首发原股东限售股份,34032240,34032240,2399272920,0.132387787,70.5,,
1011,688262,国芯科技,2025/7/7,追加承诺限售股份上市流通,71649273,71649273,2155210132,0.271038773,30.08,,
1013,688176,亚虹医药,2025/7/7,追加承诺限售股份上市流通,185699858,185699858,1468885876.7800002,0.490904595,7.91,,
1006,603285,键邦股份,2025/7/7,首发原股东限售股份,22296780,22296780,509258455.20000005,0.5574195,22.84,,
1008,301159,三维天地,2025/7/7,追加承诺限售股份上市流通,30447450,30447450,1100370843,0.716851258,36.14,,
1014,688400,凌云光,2025/7/7,首发原股东限售股份,223777585,223777585,9036138882.300001,0.933486278,40.38,,
1012,301239,普瑞眼科,2025/7/7,首发原股东限售股份,78829585,78829585,3971434492,1.113577949,50.38,,
1010,301234,五洲医疗,2025/7/7,首发原股东限售股份,49572000,49572000,1353315600,2.692359915,27.3,,
983,603893,瑞芯微,2025/7/7,股权激励限售股份,21000,21000,3842580,5.0155949e-05,182.98,,
1015,300812,易天股份,2025/7/8,股权激励限售股份,90000,90000,1931399.9999999998,0.00097085,21.46,,
1016,301057,汇隆新材,2025/7/8,股权激励限售股份,396000,396000,5243040,0.004788423,13.24,,
1017,300243,瑞丰高材,2025/7/8,定向增发机构配售股份,14957264,14957264,149423067.4,0.078435478,9.99,,
1020,600378,昊华科技,2025/7/8,定向增发机构配售股份,161290322,161290322,4490322564,0.176994118,27.84,,
1019,830809,安达科技,2025/7/8,公开发行原股东限售股份,139924821,139924821,832552684.9499999,0.436470229,5.95,,
1018,688053,思科瑞,2025/7/8,首发原股东限售股份,56726200,56726200,1625205630,1.310867084,28.65,,
1021,301175,中科环保,2025/7/8,首发原股东限售股份,850000000,850000000,4326500000,1.377245092,5.09,,
1023,002938,鹏鼎控股,2025/7/9,股权激励限售股份,1945000,1945000,83090400.00000001,0.000843637,42.72,,
1025,603228,景旺电子,2025/7/9,股权激励限售股份,4809640,4809640,189836490.79999998,0.005224458,39.47,,
1022,603286,日盈电子,2025/7/9,股权激励限售股份,696300,696300,21829005.000000004,0.006091654,31.35,,
1024,688173,希荻微,2025/7/9,股权激励期权行权,3044935,3044935,38274832.95,0.012759167,12.57,,
1026,000504,南华生物,2025/7/9,定向增发机构配售股份,18449197,18449197,171024056.2,0.059385438,9.27,,
1031,300001,特锐德,2025/7/10,股权激励限售股份,4556100,4556100,112307865,0.004432236,24.65,,
1027,603325,博隆技术,2025/7/10,追加承诺限售股份上市流通,490000,490000,38793300,0.0175025,79.17,,
1028,688603,天承科技,2025/7/10,首发战略配售股份,1053731,1053731,87354299.9,0.034889104,82.9,,
1030,301458,钧崴电子,2025/7/10,首发机构配售股份,3466273,3466273,129811923.85000001,0.056745037,37.45,,
1029,688758,赛分科技,2025/7/10,首发机构配售股份,2975050,2975050,46827287,0.07530955,15.74,,
1032,301603,乔锋智能,2025/7/10,"首发原股东限售股份,首发战略配售股份",13580500,13580500,626604270,0.562292978,46.14,,
1033,603368,柳药集团,2025/7/11,股权激励限售股份,210350,210350,3708470.5000000005,0.000529624,17.63,,
1034,688633,星球石墨,2025/7/11,股权激励限售股份,308700,308700,8853516,0.002147281,28.68,,
1035,605488,福莱新材,2025/7/11,股权激励限售股份,966000,966000,60375000,0.005003029,62.5,,
1036,002209,达意隆,2025/7/11,股权激励限售股份,1051500,1051500,11293110,0.00676986,10.74,,
1039,300449,汉邦高科,2025/7/11,定向增发机构配售股份,89221410,89221410,809238188.7,0.301151426,9.07,,
1037,301196,唯科科技,2025/7/11,追加承诺限售股份上市流通,56900000,56900000,2722665000,0.845879204,47.85,,
1038,301312,智立方,2025/7/11,首发原股东限售股份,60162434,60162434,2947357642,2.330308754,48.99,,
1049,000333,美的集团,2025/7/14,股权激励限售股份,8085008,8085008,570720714.7,0.001172938,70.59,,
1041,603803,瑞斯康达,2025/7/14,股权激励限售股份,750000,750000,9367500,0.00176519,12.49,,
1046,002261,拓维信息,2025/7/14,股权激励限售股份,2780750,2780750,116124120,0.00246572,41.76,,
1048,002516,旷达科技,2025/7/14,股权激励限售股份,5240000,5240000,27090800,0.003603248,5.17,,
1042,605155,西大门,2025/7/14,股权激励限售股份,937440,937440,9955612.8,0.004957444,10.62,,
1045,603088,宁波精达,2025/7/14,股权激励限售股份,2261952,2261952,23071910.400000002,0.00519281,10.2,,
1047,000913,钱江摩托,2025/7/14,股权激励限售股份,3756250,3756250,72796125,0.008213658,19.38,,
1040,688638,誉辰智能,2025/7/14,首发战略配售股份,667461,667461,20497727.31,0.02587704,30.71,,
1043,301129,瑞纳智能,2025/7/14,股权激励限售股份,1450000,1450000,35858500,0.040384123,24.73,,
1044,301393,昊帆生物,2025/7/14,首发原股东限售股份,1863000,1863000,79438320,0.046160708,42.64,,
1050,603085,天成自控,2025/7/14,定向增发机构配售股份,26874566,26874566,319001098.4,0.072589735,11.87,,
1052,688220,翱捷科技,2025/7/14,追加承诺限售股份上市流通,35242880,35242880,2963221350,0.097786022,84.08,,
1051,603235,天新药业,2025/7/14,首发原股东限售股份,28000000,28000000,731640000,0.190391745,26.13,,
1054,002978,安宁股份,2025/7/14,定向增发机构配售股份,70989958,70989958,2360416104,0.237424609,33.25,,
1056,688234,天岳先进,2025/7/14,追加承诺限售股份上市流通,129302726,129302726,7719372742,0.430423255,59.7,,
1053,688353,华盛锂电,2025/7/14,首发原股东限售股份,56556561,56556561,1418438550,0.904696635,25.08,,
1055,300834,星辉环材,2025/7/14,追加承诺限售股份上市流通,124827043,124827043,2464085828.8199997,1.812099604,19.74,,
1058,300214,日科化学,2025/7/15,股权激励限售股份,380000,380000,2918399.9999999995,0.000941611,7.68,,
1060,002766,索菱股份,2025/7/15,股权激励限售股份,1110000,1110000,7270500,0.001304726,6.55,,
1057,300980,祥源新材,2025/7/15,股权激励限售股份,145845,145845,4658289.3,0.001483047,31.94,,
1062,002795,永和智控,2025/7/15,股权激励限售股份,2224404,2224404,11989537.56,0.005116248,5.39,,
1064,002236,大华股份,2025/7/15,股权激励限售股份,20573939.999999996,20573939.999999996,364158738,0.009776998,17.7,,
1063,300576,容大感光,2025/7/15,定向增发机构配售股份,9047089,9047089,438512403.8,0.04929466,48.47,,
1061,301601,惠通科技,2025/7/15,首发机构配售股份,1635894.0000000002,1635894.0000000002,52512197.4,0.054580549,32.1,,
1059,688583,思看科技,2025/7/15,首发机构配售股份,819653,819653,90989679.53,0.064133861,111.01,,
1065,603170,宝立食品,2025/7/15,首发原股东限售股份,241200000,241200000,3200724000,1.518796046,13.27,,
1067,603195,公牛集团,2025/7/16,股权激励限售股份,1375644,1375644,101660091.6,0.001069324,73.9,,
1068,002326,永太科技,2025/7/16,股权激励限售股份,4656000,4656000,45023520,0.005791237,9.67,,
1066,603075,热威股份,2025/7/16,股权激励限售股份,1270769,1270769,25173933.889999997,0.031761285,19.81,,
1069,000819,岳阳兴长,2025/7/16,定向增发机构配售股份,14116283,14116283,227272156.29999998,0.040470679,16.1,,
1070,603650,彤程新材,2025/7/17,股权激励限售股份,118500,118500,4107210,0.000198942,34.66,,
1071,000400,许继电气,2025/7/17,股权激励限售股份,3525059.9999999995,3525059.9999999995,89994781.8,0.003495972,25.53,,
1072,001301,尚太科技,2025/7/18,股权激励限售股份,98100,98100,5248350,0.000609119,53.5,,
1076,603901,永创智能,2025/7/18,股权激励限售股份,934225,934225,9276854.25,0.001930853,9.93,,
1078,605296,神农集团,2025/7/18,股权激励限售股份,1202040,1202040,32334876,0.002297252,26.9,,
1075,688633,星球石墨,2025/7/18,股权激励限售股份,898660,898660,25773568.799999997,0.006250974,28.68,,
1079,603353,和顺石油,2025/7/18,股权激励限售股份,1488000,1488000,21724800,0.008731472,14.6,,
1081,301127,天源环保,2025/7/18,股权激励限售股份,4508000,4508000,78980160,0.010365695,17.52,,
1073,831856,浩淼科技,2025/7/18,股权激励限售股份,569250,569250,7428712.5,0.01187944,13.05,,
1077,688627,精智达,2025/7/18,首发战略配售股份,940117.9999999999,940117.9999999999,77080274.82000001,0.013164785,81.99,,
1074,688610,埃科光电,2025/7/18,首发战略配售股份,680000,680000,27533200,0.016893332,40.49,,
1082,688062,迈威生物,2025/7/18,追加承诺限售股份上市流通,169360000,169360000,3344860000,0.829504824,19.75,,
1080,600018,上港集团,2025/7/18,股权激励限售股份,2186000,2186000,12394620,9.4164969e-05,5.67,,
1086,603883,老百姓,2025/7/21,股权激励限售股份,209688.00000000003,209688.00000000003,3470336.4,0.000276587,16.55,,
1087,603915,国茂股份,2025/7/21,股权激励限售股份,215250,215250,3887414.9999999995,0.000327809,18.06,,
1090,603567,珍宝岛,2025/7/21,股权激励限售股份,726921,726921,7945246.529999999,0.000773698,10.93,,
1092,002170,芭田股份,2025/7/21,股权激励限售股份,1140000,1140000,9644400,0.001603464,8.46,,
1083,688162,巨一科技,2025/7/21,股权激励限售股份,109000,109000,3106500,0.00174342,28.5,,
1088,003020,立方制药,2025/7/21,股权激励限售股份,280800,280800,5026320,0.002034238,17.9,,
1091,300775,三角防务,2025/7/21,股权激励限售股份,1098000,1098000,25517520,0.002063515,23.24,,
1101,002276,万马股份,2025/7/21,股权激励限售股份,2611200,2611200,27025920,0.002597994,10.35,,
1094,000803,山高环能,2025/7/21,股权激励限售股份,1293600.0000000002,1293600.0000000002,6571488.000000001,0.002819749,5.08,,
1104,600642,申能股份,2025/7/21,股权激励限售股份,14760760,14760760,127237751.2,0.003025341,8.62,,
1102,000571,新大洲A,2025/7/21,股权激励限售股份,2725000,2725000,10055250,0.003347557,3.69,,
1096,603277,银都股份,2025/7/21,股权激励限售股份,1687600,1687600,47387808.00000001,0.004013179,28.08,,
1098,000869,张裕A,2025/7/21,股权激励限售股份,2145043,2145043,46354379.230000004,0.004713403,21.61,,
1093,300049,福瑞股份,2025/7/21,股权激励限售股份,1191200,1191200,44086312,0.00510147,37.01,,
1085,001266,宏英智能,2025/7/21,股权激励限售股份,180000,180000,4516200,0.005103256,25.09,,
1099,000819,岳阳兴长,2025/7/21,股权激励限售股份,2152500,2152500,34655250,0.00617111,16.1,,
1100,605277,新亚电子,2025/7/21,股权激励限售股份,2382480,2382480,42217545.6,0.007587942,17.72,,
1095,001322,箭牌家居,2025/7/21,股权激励限售股份,1352760,1352760,11417294.4,0.008168209,8.44,,
1089,001314,亿道信息,2025/7/21,股权激励限售股份,465930.00000000006,465930.00000000006,27252245.7,0.009003565,58.49,,
1097,688563,航材股份,2025/7/21,首发战略配售股份,1800000,1800000,96282000,0.015626493,53.49,,
1103,688602,康鹏科技,2025/7/21,首发战略配售股份,4618937,4618937,33672050.730000004,0.018115096,7.29,,
1107,600765,中航重机,2025/7/21,定向增发机构配售股份,93719889,93719889,1648532848,0.06372389,17.59,,
1108,002312,川发龙蟒,2025/7/21,定向增发机构配售股份,124608852,124608852,1606208102,0.071073531,12.89,,
1109,000737,北方铜业,2025/7/21,定向增发机构配售股份,132260268,132260268,1203568439,0.07462764,9.1,,
1106,002660,茂硕电源,2025/7/21,定向增发机构配售股份,82298312,82298312,895405634.5600001,0.320121094,10.88,,
1110,688173,希荻微,2025/7/21,追加承诺限售股份上市流通,162674857,162674857,2044822952.4899998,0.681655153,12.57,,
1105,301201,诚达药业,2025/7/21,追加承诺限售股份上市流通,61559360,61559360,1284128250,0.706005967,20.86,,
1084,601865,福莱特,2025/7/21,股权激励限售股份,140000,140000,2837799.9999999995,7.3681686e-05,20.27,,
1116,000657,中钨高新,2025/7/22,股权激励限售股份,7380940.000000001,7380940.000000001,71226071,0.005917491,9.65,,
1111,003026,中晶科技,2025/7/22,股权激励限售股份,628098,628098,20607895.38,0.007820307,32.81,,
1112,002869,金溢科技,2025/7/22,股权激励限售股份,2160000,2160000,61948800,0.013562706,28.68,,
1118,600369,西南证券,2025/7/22,定向增发机构配售股份,330000000,330000000,1514700000,0.052255629,4.59,,
1115,688545,兴福电子,2025/7/22,首发机构配售股份,4460240,4460240,132736742.4,0.065185959,29.76,,
1114,301602,超研股份,2025/7/22,首发机构配售股份,3577474.0000000005,3577474.0000000005,100419695.17999999,0.065310439,28.07,,
1117,603856,东宏股份,2025/7/22,定向增发机构配售股份,25641460,25641460,278209841,0.1,10.85,,
1113,301552,科力装备,2025/7/22,首发战略配售股份,2516666,2516666,135371464.14000002,0.173762892,53.79,,
1119,688375,国博电子,2025/7/22,首发原股东限售股份,330542554,330542554,16824615999,1.24511106,50.9,,
1120,688303,大全能源,2025/7/22,追加承诺限售股份上市流通,1592500000,1592500000,33665450000,2.881280093,21.14,,
1121,003019,宸展光电,2025/7/23,股权激励限售股份,1552424,1552424,46339856.4,0.009215759,29.85,,
1122,001356,富岭股份,2025/7/23,首发机构配售股份,3760475,3760475,52345811.99999999,0.030958049,13.92,,
1123,001309,德明利,2025/7/23,定向增发机构配售股份,11726648,11726648,1568673703,0.13381062,133.77,,
1124,001316,润贝航科,2025/7/24,股权激励限售股份,123500,123500,3776630,0.004539231,30.58,,
1126,002881,美格智能,2025/7/24,股权激励限售股份,1404000,1404000,81333720,0.007754346,57.93,,
1127,603660,苏州科达,2025/7/24,股权激励限售股份,4342300,4342300,35129207,0.008157155,8.09,,
1125,688450,光格科技,2025/7/24,首发战略配售股份,753437,753437,18737978.189999998,0.015638859,24.87,,
1128,603375,盛景微,2025/7/24,追加承诺限售股份上市流通,9591311,9591311,368306342.4,0.176995361,38.4,,
1130,301109,军信股份,2025/7/24,定向增发机构配售股份,48017605.99999999,48017605.99999999,817259654.1,0.486743046,17.02,,
1129,603150,万朗磁塑,2025/7/24,追加承诺限售股份上市流通,31966619.999999996,31966619.999999996,1147281992,0.597324034,35.89,,
1131,603818,曲美家居,2025/7/25,股权激励限售股份,80000,80000,232800,0.000116526,2.91,,
1132,688131,皓元医药,2025/7/25,股权激励限售股份,119000,119000,5639410,0.000577163,47.39,,
1136,000876,新希望,2025/7/25,股权激励限售股份,9316500,9316500,92978670,0.002070477,9.98,,
1133,838971,天马新材,2025/7/25,股权激励限售股份,720000,720000,23925600,0.008501564,33.23,,
1135,002582,好想你,2025/7/25,股权激励限售股份,3561478,3561478,33406663.64,0.010349535,9.38,,
1134,001218,丽臣实业,2025/7/25,股权激励限售股份,1699890,1699890,27742204.8,0.022828337,16.32,,
1137,688382,益方生物,2025/7/25,首发原股东限售股份,12765731,12765731,185230756.80999997,0.031937058,14.51,,
1139,301123,奕东电子,2025/7/25,首发原股东限售股份,141451197,141451197,3532036389.0899997,1.535030216,24.97,,
1138,001336,楚环科技,2025/7/25,首发原股东限售股份,50993760,50993760,985199443.1999999,1.785667112,19.32,,
1140,603211,晋拓股份,2025/7/25,首发原股东限售股份,203856000,203856000,4038387359.9999995,3,19.81,,
1157,600039,四川路桥,2025/7/28,股权激励限售股份,3473399.9999999995,3473399.9999999995,24313800,0.000518136,7,,
1142,300666,江丰电子,2025/7/28,股权激励限售股份,150000,150000,11182500,0.000680248,74.55,,
1141,300665,飞鹿股份,2025/7/28,股权激励限售股份,144000,144000,1038240,0.000946777,7.21,,
1143,603297,永新光学,2025/7/28,股权激励限售股份,185400,185400,19785888,0.001674357,106.72,,
1144,300615,欣天科技,2025/7/28,股权激励限售股份,240000,240000,3247200.0000000005,0.001820251,13.53,,
1161,002092,ST中泰,2025/7/28,股权激励限售股份,7524000,7524000,33782760,0.002921233,4.49,,
1152,688097,博众精工,2025/7/28,股权激励期权行权,1385250,1385250,41571352.5,0.00312258,30.01,,
1153,688521,芯原股份,2025/7/28,股权激励期权行权,1863534,1863534,111159803.10000001,0.003738346,59.65,,
1149,300763,锦浪科技,2025/7/28,股权激励限售股份,1247850,1247850,65187684,0.003881228,52.24,,
1160,002108,沧州明珠,2025/7/28,股权激励限售股份,7007718,7007718,23545932.48,0.004251318,3.36,,
1151,688612,威迈斯,2025/7/28,首发战略配售股份,1268767,1268767,35538163.67,0.004996582,28.01,,
1159,603803,瑞斯康达,2025/7/28,股权激励限售股份,3828000,3828000,47811719.99999999,0.009009527,12.49,,
1155,300565,科信技术,2025/7/28,定向增发机构配售股份,2388536,2388536,30406063.279999997,0.010494077,12.73,,
1150,000526,学大教育,2025/7/28,股权激励限售股份,1264800,1264800,67413840,0.010629455,53.3,,
1156,300254,仟源医药,2025/7/28,股权激励限售股份,2820000,2820000,27100200,0.012532131,9.61,,
1148,688646,逸飞激光,2025/7/28,首发战略配售股份,951626,951626,37008735.14,0.016397913,38.89,,
1158,002979,雷赛智能,2025/7/28,股权激励限售股份,3595600,3595600,193659016,0.016588256,53.86,,
