序号,股票代码,股票简称,解禁时间,限售股类型,解禁数量,实际解禁数量,实际解禁市值,占解禁前流通市值比例,解禁前一交易日收盘价,解禁前20日涨跌幅,解禁后20日涨跌幅
1146,001395,亚联机械,2025/7/28,首发机构配售股份,396955,396955,15878200,0.020577848,40,,
1147,688651,盛邦安全,2025/7/28,首发战略配售股份,944000,944000,36787680,0.029958338,38.97,,
1154,688411,海博思创,2025/7/28,首发机构配售股份,2284129,2284129,145955843.1,0.064071973,63.9,,
1172,600021,上海电力,2025/7/28,定向增发机构配售股份,199579448,199579448,1752307553,0.076257901,8.78,,
1170,000893,亚钾国际,2025/7/28,定向增发机构配售股份,111155113,111155113,2553232945.6099997,0.136937741,22.97,,
1168,300025,华星创业,2025/7/28,定向增发机构配售股份,75120000,75120000,693357600,0.1739801,9.23,,
1166,688270,臻镭科技,2025/7/28,追加承诺限售股份上市流通,69819904,69819904,2629417584.6400003,0.484081557,37.66,,
1163,688171,纬德信息,2025/7/28,追加承诺限售股份上市流通,32424911.000000004,32424911.000000004,622558291.2,0.631467676,19.2,,
1162,603102,百合股份,2025/7/28,追加承诺限售股份上市流通,28135545.000000004,28135545.000000004,1006408445,0.784496656,35.77,,
1174,001258,立新能源,2025/7/28,首发原股东限售股份,464621000,464621000,2996805450,0.991279368,6.45,,
1173,301269,华大九天,2025/7/28,"首发原股东限售股份,首发战略配售股份",280620322,280620322,32919569974,1.069757453,117.31,,
1165,301235,华康医疗,2025/7/28,追加承诺限售股份上市流通,54648000,54648000,1101703680,1.07253886,20.16,,
1164,301306,西测测试,2025/7/28,首发原股东限售股份,45120000,45120000,2011449600,1.148676171,44.58,,
1169,603201,常润股份,2025/7/28,首发原股东限售股份,91551600,91551600,1793495844,1.413720508,19.59,,
1167,301106,骏成科技,2025/7/28,追加承诺限售股份上市流通,72436001,72436001,2255657071,2.481931541,31.14,,
1175,301217,铜冠铜箔,2025/7/28,首发原股东限售股份,600000000,600000000,6864000000,2.619909503,11.44,,
1171,301606,绿联科技,2025/7/28,"首发原股东限售股份,首发战略配售股份",185814392.99999997,185814392.99999997,8567901661,5.596496088,46.11,,
1145,600642,申能股份,2025/7/28,股权激励限售股份,258390,258390,2227321.8,5.2959183e-05,8.62,,
1176,001234,泰慕士,2025/7/29,股权激励限售股份,150800,150800,2580188,0.00141375,17.11,,
1177,300665,飞鹿股份,2025/7/29,股权激励限售股份,1072500,1072500,7732725,0.007051516,7.21,,
1179,600009,上海机场,2025/7/29,定向增发机构配售股份,433939325,433939325,14198494714,0.226163674,32.72,,
1178,688130,晶华微,2025/7/29,首发原股东限售股份,16380000,16380000,448812000,0.546466518,27.4,,
1181,600018,上港集团,2025/7/30,股权激励限售股份,30734250,30734250,174263197.5,0.00132392,5.67,,
1180,002824,和胜股份,2025/7/30,定向增发机构配售股份,20559218,20559218,343133348.41999996,0.108689792,16.69,,
1182,688509,正元地信,2025/7/30,追加承诺限售股份上市流通,385207800,385207800,1648689384.0000002,1.001080063,4.28,,
1183,688239,航宇科技,2025/7/31,股权激励限售股份,150000,150000,6336000,0.001022485,42.24,,
1184,603726,朗迪集团,2025/7/31,股权激励限售股份,825000,825000,13505250,0.004483666,16.37,,
1185,688652,京仪装备,2025/7/31,首发原股东限售股份,16860000,16860000,1120852800,0.164954505,66.48,,
1186,605277,新亚电子,2025/8/1,股权激励限售股份,400000,400000,7088000,0.001273957,17.72,,
1189,002840,华统股份,2025/8/1,定向增发机构配售股份,132200000,132200000,1454200000,0.265599308,11,,
1187,301608,博实结,2025/8/1,"首发原股东限售股份,首发战略配售股份",26138700,26138700,2048489919,1.468243581,78.37,,
1188,301195,北路智控,2025/8/1,首发原股东限售股份,82426350,82426350,2967348600,1.66036574,36,,
1190,300773,拉卡拉,2025/8/4,股权激励限售股份,11677500,11677500,223624125,0.015902142,19.15,,
1193,603223,恒通股份,2025/8/4,定向增发机构配售股份,160996646,160996646,1497268808,0.291032972,9.3,,
1191,301278,快可电子,2025/8/4,首发原股东限售股份,39702000,39702000,1409421000,1.17425616,35.5,,
1194,688371,菲沃泰,2025/8/4,首发原股东限售股份,208533334,208533334,3432458677.6400003,1.642783525,16.46,,
1192,870656,海昇药业,2025/8/4,追加承诺限售股份上市流通,59999900,59999900,1070998215,2.99998,17.85,,
1195,300537,广信材料,2025/8/5,股权激励限售股份,146687,146687,2674104.01,0.001019191,18.23,,
1196,688380,中微半导,2025/8/5,首发原股东限售股份,21285000,21285000,659835000,0.144031669,31,,
1197,301095,广立微,2025/8/5,首发原股东限售股份,75922003,75922003,4394365534,0.707319454,57.88,,
1198,688373,盟科药业,2025/8/5,首发原股东限售股份,283250251,283250251,1773146571,0.774644902,6.26,,
1200,001236,弘业期货,2025/8/5,首发原股东限售股份,431642122,431642122,4143764371.2000003,1.322288525,9.6,,
1199,301308,江波龙,2025/8/5,首发原股东限售股份,300000000,300000000,29190000000,2.589417238,97.3,,
1201,920108,宏海科技,2025/8/6,公开发行战略配售股份,500000,500000,9200000,0.021470516,18.4,,
1202,688721,龙图光罩,2025/8/6,"首发原股东限售股份,首发战略配售股份",8019539.999999999,8019539.999999999,470426216.4,0.300357303,58.66,,
1203,601133,柏诚股份,2025/8/7,股权激励限售股份,1932824,1932824,23193888,0.013103892,12,,
1204,688347,华虹公司,2025/8/7,首发战略配售股份,16310000,16310000,975011799.9999999,0.041666667,59.78,,
1205,688519,南亚新材,2025/8/8,定向增发机构配售股份,6190000,6190000,203651000,0.026647306,32.9,,
1207,300442,润泽科技,2025/8/8,"定向增发机构配售股份,其他类型",1162709203,1162709203,79738597141.73999,2.097797153,68.58,,
1206,001229,魅视科技,2025/8/8,首发原股东限售股份,70594091,70594091,2685399222,2.400677054,38.04,,
1209,601865,福莱特,2025/8/11,股权激励限售股份,860000,860000,17432200,0.000452616,20.27,,
1210,600328,中盐化工,2025/8/11,股权激励限售股份,919577,919577,6758890.95,0.000629513,7.35,,
1208,605099,共创草坪,2025/8/11,股权激励限售股份,433800,433800,9001350,0.001084256,20.75,,
1212,603055,台华新材,2025/8/11,股权激励限售股份,1428899.9999999998,1428899.9999999998,14789115,0.001613751,10.35,,
1213,002735,王子新材,2025/8/11,股权激励限售股份,4138399.9999999995,4138399.9999999995,38487120,0.014748617,9.3,,
1211,688671,碧兴物联,2025/8/11,首发战略配售股份,981500,981500,19816485,0.02139947,20.19,,
1214,600980,北矿科技,2025/8/11,定向增发机构配售股份,7910148,7910148,127195179.8,0.045026604,16.08,,
1215,688205,德科立,2025/8/11,首发原股东限售股份,53038032,53038032,5684616270,0.781640171,107.18,,
1216,301206,三元生物,2025/8/11,首发原股东限售股份,92946000,92946000,2371052460,0.863720505,25.51,,
1218,688225,亚信安全,2025/8/11,追加承诺限售股份上市流通,190902237,190902237,5240266406,0.912937111,27.45,,
1217,301132,满坤科技,2025/8/11,首发原股东限售股份,102014000,102014000,3038997060,2.216964921,29.79,,
1219,603040,新坐标,2025/8/12,股权激励限售股份,727250,727250,22915647.5,0.005384508,31.51,,
1220,300051,琏升科技,2025/8/12,股权激励限售股份,2091200,2091200,14722048,0.005718858,7.04,,
1221,301336,趣睡科技,2025/8/12,首发原股东限售股份,14253376,14253376,1083256576,0.553601746,76,,
1222,688041,海光信息,2025/8/12,首发原股东限售股份,1437780909.9999998,1437780909.9999998,2.25674E+11,1.621757672,156.96,,
1223,603232,格尔软件,2025/8/13,股权激励限售股份,1900000,1900000,29108000,0.008214415,15.32,,
1224,600682,南京新百,2025/8/13,追加承诺限售股份上市流通,180738946,180738946,1212758328,0.1551327,6.71,,
1225,002262,恩华药业,2025/8/14,股权激励限售股份,2576610,2576610,54881793,0.002922014,21.3,,
1228,002736,国信证券,2025/8/14,定向增发机构配售股份,473587570,473587570,5095802253,0.051821399,10.76,,
1227,002514,宝馨科技,2025/8/14,定向增发机构配售股份,166000000,166000000,1235040000,0.299620458,7.44,,
1226,603310,巍华新材,2025/8/14,"首发原股东限售股份,首发战略配售股份",115658000,115658000,2217163860,1.67445564,19.17,,
1231,688548,广钢气体,2025/8/15,首发战略配售股份,9895488,9895488,106178586.24000001,0.014938395,10.73,,
1230,002513,蓝丰生化,2025/8/15,股权激励限售股份,6706799.999999999,6706799.999999999,29845260,0.025413388,4.45,,
1232,002306,中科云网,2025/8/15,股权激励限售股份,22230000,22230000,58464900,0.027338352,2.63,,
1229,688203,海正生材,2025/8/15,首发原股东限售股份,6390100,6390100,64092703,0.054278549,10.03,,
1233,688283,坤恒顺维,2025/8/15,追加承诺限售股份上市流通,36308429,36308429,1013368253,0.424701857,27.91,,
1234,001339,智微智能,2025/8/15,首发原股东限售股份,176000000,176000000,8717280000,2.407024902,49.53,,
1236,002254,泰和新材,2025/8/18,股权激励限售股份,444000,444000,4404480,0.000542495,9.92,,
1235,605289,罗曼股份,2025/8/18,股权激励限售股份,158000,158000,4221760,0.001458405,26.72,,
1241,600215,派斯林,2025/8/18,股权激励限售股份,2037500,2037500,18154125,0.004459567,8.91,,
1239,300562,乐心医疗,2025/8/18,股权激励限售股份,1100000,1100000,19316000,0.006829231,17.56,,
1242,300221,银禧科技,2025/8/18,股权激励限售股份,6018000,6018000,46880220,0.013299465,7.79,,
1240,688573,信宇人,2025/8/18,首发战略配售股份,1221929,1221929,24438580,0.024226588,20,,
1238,688693,锴威特,2025/8/18,首发战略配售股份,921052,921052,32439451.439999998,0.024248828,35.22,,
1237,688592,司南导航,2025/8/18,首发战略配售股份,777000,777000,32400900,0.027746402,41.7,,
1251,600803,新奥股份,2025/8/18,定向增发机构配售股份,252808988,252808988,4795786502.360001,0.089014629,18.97,,
1243,688292,浩瀚深度,2025/8/18,首发原股东限售股份,10808518,10808518,278427423.7,0.12006739,25.76,,
1244,301330,熵基科技,2025/8/18,首发原股东限售股份,18514958,18514958,583036027.4200001,0.24164615,31.49,,
1253,001330,博纳影业,2025/8/18,首发原股东限售股份,319340899,319340899,1609478131,0.302641709,5.04,,
1252,688403,汇成股份,2025/8/18,首发原股东限售股份,259011223,259011223,2357002129,0.447369352,9.1,,
1247,688401,路维光电,2025/8/18,首发原股东限售股份,77621400,77621400,2570044554,0.670813618,33.11,,
1255,688728,格科微,2025/8/18,追加承诺限售股份上市流通,1050000000,1050000000,17062500000,0.72469411,16.25,,
1248,688267,中触媒,2025/8/18,追加承诺限售股份上市流通,83392841.00000001,83392841.00000001,2097329951,0.898560433,25.15,,
1246,603255,鼎际得,2025/8/18,首发原股东限售股份,72791419,72791419,2170640115,1.199688858,29.82,,
1250,001222,源飞宠物,2025/8/18,首发原股东限售股份,112252000,112252000,1753376240,1.429138436,15.62,,
1249,301611,珂玛科技,2025/8/18,"首发原股东限售股份,首发战略配售股份",86582688,86582688,5255569162,1.4430448,60.7,,
1245,301338,凯格精机,2025/8/18,首发原股东限售股份,72100000,72100000,2467262000,2.102040816,34.22,,
1254,301207,华兰疫苗,2025/8/18,追加承诺限售股份上市流通,459000000,459000000,8454780000,3.24041581,18.42,,
1256,603529,爱玛科技,2025/8/19,股权激励限售股份,151200,151200,6019272,0.000179409,39.81,,
1257,831832,科达自控,2025/8/19,股权激励限售股份,1577000,1577000,53618000,0.02536054,34,,
1260,000591,太阳能,2025/8/19,定向增发机构配售股份,314027148,314027148,1406841623,0.087181313,4.48,,
1259,301171,易点天下,2025/8/19,首发原股东限售股份,155537005,155537005,5254040029,0.503722751,33.78,,
1258,001231,农心科技,2025/8/19,首发原股东限售股份,50544000,50544000,884014560,1.372117329,17.49,,
1261,603296,华勤技术,2025/8/20,股权激励限售股份,205740.00000000003,205740.00000000003,20761223.4,0.000359017,100.91,,
1262,605100,华丰股份,2025/8/21,股权激励限售股份,360000,360000,5662800,0.002118494,15.73,,
1263,603037,凯众股份,2025/8/21,股权激励限售股份,554400,554400,9075528,0.002911171,16.37,,
1264,300221,银禧科技,2025/8/21,股权激励限售股份,5585000,5585000,43507150,0.012342558,7.79,,
1265,301181,标榜股份,2025/8/21,追加承诺限售股份上市流通,78000000,78000000,1742520000,2,22.34,,
1266,301571,国科天成,2025/8/21,"首发原股东限售股份,首发战略配售股份",83281808,83281808,3681888731.6800003,2.320785443,44.21,,
1267,603773,沃格光电,2025/8/22,股权激励限售股份,78000,78000,1952340,0.000383015,25.03,,
1268,002073,软控股份,2025/8/22,股权激励限售股份,4684050,4684050,43561665,0.004729119,9.3,,
1270,002939,长城证券,2025/8/22,定向增发机构配售股份,115036674,115036674,999668697.1,0.032984263,8.69,,
1271,688271,联影医疗,2025/8/22,首发原股东限售股份,230859012,230859012,32440308366,0.389110754,140.52,,
1269,920118,太湖远大,2025/8/22,"公开发行原股东限售股份,公开发行战略配售股份",9003100,9003100,237861902,0.652635013,26.42,,
1272,300595,欧普康视,2025/8/25,股权激励限售股份,525286,525286,9176746.42,0.000785774,17.47,,
1274,300482,万孚生物,2025/8/25,股权激励限售股份,2668000,2668000,67340320,0.006203036,25.24,,
1273,688591,泰凌微,2025/8/25,首发战略配售股份,2400000,2400000,93360000,0.014519599,38.9,,
1275,300811,铂科新材,2025/8/25,定向增发机构配售股份,6721935,6721935,361102348.2,0.029324224,53.72,,
1276,688381,帝奥微,2025/8/25,首发原股东限售股份,8000000,8000000,205600000,0.043585709,25.7,,
1278,600319,亚星化学,2025/8/25,定向增发机构配售股份,72115384,72115384,359134612.3,0.228506828,4.98,,
1279,688247,宣泰医药,2025/8/25,首发原股东限售股份,311018400,311018400,3355888535.9999995,2.185321132,10.79,,
1277,301209,联合化学,2025/8/25,首发原股东限售股份,55500000,55500000,1842600000,2.265306122,33.2,,
1280,000683,远兴能源,2025/8/26,股权激励限售股份,4182000,4182000,22540980,0.001261806,5.39,,
1281,301282,金禄电子,2025/8/26,首发原股东限售股份,7480000,7480000,175480800.00000003,0.103687321,23.46,,
1282,603207,小方制药,2025/8/26,首发原股东限售股份,14400000,14400000,402768000,0.367368006,27.97,,
1283,688439,振华风光,2025/8/26,首发原股东限售股份,86082358,86082358,4665663804,0.755654317,54.2,,
1284,603773,沃格光电,2025/8/27,股权激励限售股份,32500,32500,813475,0.00015959,25.03,,
1285,605228,神通科技,2025/8/27,股权激励限售股份,150000,150000,1587000,0.000354603,10.58,,
1286,605008,长鸿高科,2025/8/27,定向增发机构配售股份,3582000,3582000,48536100,0.005576135,13.55,,
1287,300351,永贵电器,2025/8/28,股权激励限售股份,45000,45000,845100,0.000171833,18.78,,
1288,002213,大为股份,2025/8/28,股权激励限售股份,296160,296160,5813620.8,0.001437706,19.63,,
1289,003021,兆威机电,2025/8/28,股权激励限售股份,631350,631350,83717009.99999999,0.003061875,132.6,,
1290,000716,黑芝麻,2025/8/28,股权激励限售股份,3321500,3321500,23815155,0.004740316,7.17,,
1291,301586,佳力奇,2025/8/28,首发原股东限售股份,32636716,32636716,1744432470,1.658998837,53.45,,
1292,001266,宏英智能,2025/8/28,追加承诺限售股份上市流通,67544400,67544400,1694688996,1.914979757,25.09,,
1293,301200,大族数控,2025/8/28,追加承诺限售股份上市流通,359100000,359100000,14410683000,6.148651378,40.13,,
1296,000999,华润三九,2025/8/29,股权激励限售股份,514386,514386,21403601.46,0.000403231,41.61,,
1295,688516,奥特维,2025/8/29,股权激励限售股份,435334.99999999994,435334.99999999994,19146033.3,0.001494136,43.98,,
1294,300995,奇德新材,2025/8/29,股权激励限售股份,147270,147270,2571334.2,0.002458401,17.46,,
1297,688028,沃尔德,2025/8/29,定向增发机构配售股份,1228396,1228396,30058850.12,0.008578621,24.47,,
1298,688416,恒烁股份,2025/8/29,首发原股东限售股份,17142646,17142646,863646505.5,0.35862018,50.38,,
1300,000425,徐工机械,2025/8/29,定向增发机构配售股份,3569158244,3569158244,30052312414,0.439546516,8.42,,
1299,920008,成电光信,2025/8/29,公开发行原股东限售股份,30153691,30153691,986327232.6,0.97214123,32.71,,
1303,300638,广和通,2025/9/1,股权激励限售股份,648288,648288,24537700.799999997,0.001217567,37.85,,
1301,831726,朱老六,2025/9/1,股权激励限售股份,120000,120000,2560800,0.00214603,21.34,,
1306,605007,五洲特纸,2025/9/1,股权激励限售股份,1168650,1168650,14280903,0.002910349,12.22,,
