序号,代码,名称,最近上榜日,收盘价,涨跌幅,上榜次数,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜总成交额,买方机构次数,卖方机构次数,机构买入净额,机构买入总额,机构卖出总额,近1个月涨跌幅,近3个月涨跌幅,近6个月涨跌幅,近1年涨跌幅
422,836414,欧普泰,2025-02-11,15.2,19.8738,1,12409039.94,33627535.8,21218495.86,54846031.66,0,1,-2158346.48,0.0,2158346.48,42.32209738,0.0,134.56790123,61.03512121
423,838227,美登科技,2025-02-11,67.98,15.2203,1,2209031.78,32813073.51,30604041.73,63417115.24,0,0,0.0,0.0,0.0,49.40659341,61.74161313,242.81391831,237.04007593
424,839790,联迪信息,2025-02-11,46.79,11.4313,1,-5673125.31,39383269.05,45056394.36,84439663.41,1,0,8575087.7,8575087.7,0.0,58.61016949,34.9581771,493.45697111,467.11921843
425,920016,中草香料,2025-02-11,27.18,20.3187,1,5709444.8,17783250.13,12073805.33,29857055.46,0,0,0.0,0.0,0.0,31.49492017,-1.80398917,263.97988015,263.97988015
426,000536,华映科技,2025-02-10,5.39,10.0,1,-110325878.89,354443163.1,464769041.99,819212205.09,3,3,-15491468.09,63954865.0,79446333.09,23.05936073,-33.12655087,159.13461538,134.34782609
427,000903,云内动力,2025-02-10,3.29,10.0334,1,-47951292.3,183206801.83,231158094.13,414364895.96,2,2,8629510.0,38147942.0,29518432.0,0.9202454,2.49221184,80.76923077,78.80434783
428,001229,魅视科技,2025-02-10,38.87,5.1962,1,-107399410.71,82207236.77,189606647.48,271813884.25,1,1,2521404.77,8675560.77,6154156.0,12.86295006,43.69685767,55.91656639,82.22589625
429,001301,尚太科技,2025-02-10,53.35,-6.7634,1,-21376524.11,88106928.0,109483452.11,197590380.11,3,4,-9781483.0,26811238.0,36592721.0,-16.28746273,-26.71703297,47.25365719,93.57838468
430,001368,通达创智,2025-02-10,22.59,-5.8358,1,-11441244.52,28306626.0,39747870.52,68054496.52,1,2,-6804456.2,7913420.0,14717876.2,13.57466063,14.31618617,34.43530722,32.27283474
431,002175,东方智造,2025-02-10,5.81,10.0379,1,77261389.01,398683105.4,321421716.39,720104821.79,3,3,46563549.16,284474729.6,237911180.44,28.53982301,99.65635739,209.04255319,222.77777778
432,002448,中原内配,2025-02-10,8.06,1.8963,1,-8718180.41,105489773.0,114207953.41,219697726.41,2,2,24722454.29,39149882.0,14427427.71,36.14864865,26.3322884,44.7037702,56.58550234
433,300603,立昂技术,2025-02-10,13.34,19.964,1,116306440.18,163307368.48,47000928.3,210308296.78,0,0,0.0,0.0,0.0,45.79234973,30.2734375,89.21985816,81.25
434,600846,同济科技,2025-02-10,8.97,10.0613,1,-8929541.34,72406722.84,81336264.18,153742987.02,0,0,0.0,0.0,0.0,11.56716418,6.02836879,26.87411598,6.90943984
435,600979,广安爱众,2025-02-10,5.14,10.0642,1,-28142795.3,71924721.3,100067516.6,171992237.9,0,0,0.0,0.0,0.0,15.50561798,34.55497382,59.13312693,82.97989457
436,603297,永新光学,2025-02-10,113.88,5.2495,1,4898866.43000001,258122815.25,253223948.82,511346764.07,1,2,-40245222.22,32433533.0,72678755.22,31.59232725,5.22036404,99.61437336,57.8521823
437,688058,宝兰德,2025-02-10,41.5,12.1319,1,-14757468.7,38411843.12,53169311.82,91581154.94,0,0,0.0,0.0,0.0,62.109375,6.27400768,116.25846795,84.5115042
438,688080,映翰通,2025-02-10,48.3,6.2005,1,-42324952.29,81366533.98,123691486.27,205058020.25,0,1,-22360027.83,0.0,22360027.83,50.46728972,35.48387097,102.43084661,66.2635924
439,688327,云从科技,2025-02-10,16.67,20.0144,1,8519133.36999998,163758653.23,155239519.86,318998173.09,0,0,0.0,0.0,0.0,47.13150927,33.57371795,95.42790152,33.25339728
440,688365,光云科技,2025-02-10,17.74,20.0271,1,-5478100.14,101893625.21,107371725.35,209265350.56,0,1,-15326790.46,0.0,15326790.46,29.39460248,97.11111111,218.49192101,173.34360555
441,836149,旭杰科技,2025-02-10,15.08,30.0,1,11963653.12,38542522.45,26578869.33,65121391.78,0,0,0.0,0.0,0.0,24.7311828,-19.91502921,163.63636364,172.15054356
442,900946,天雁B股,2025-02-10,0.198,10.0,1,144177.37,347676.8,203499.43,551176.23,0,0,0.0,0.0,0.0,15.11627907,6.4516129,67.79661017,26.92307692
443,920116,星图测控,2025-02-10,64.19,23.6802,1,5593751.53,43376556.52,37782804.99,81159361.51,0,0,0.0,0.0,0.0,24.44746026,827.60115607,827.60115607,827.60115607
444,001266,宏英智能,2025-02-07,25.17,4.57,1,48466841.13,74901653.45,26434812.32,101336465.77,3,3,971714.079999998,20615308.4,19643594.32,25.47357926,19.51566952,22.72062409,4.48274296
445,001356,富岭股份,2025-02-07,14.95,-2.7326,1,-19820317.5,48826290.47,68646607.97,117472898.44,2,2,-5570030.75,18877803.0,24447833.75,182.0754717,182.0754717,182.0754717,182.0754717
446,300630,*ST普利,2025-02-07,2.84,19.8312,1,-2654759.0,13915539.0,16570298.0,30485837.0,0,0,0.0,0.0,0.0,-63.21243523,-75.26132404,-70.2617801,-82.94294294
447,301030,仕净科技,2025-02-07,22.5,20.0,1,53133888.5,160658373.87,107524485.37,268182859.24,0,1,-13950000.0,0.0,13950000.0,-1.48861646,-33.88186894,-4.78205671,-24.20101878
448,301488,豪恩汽电,2025-02-07,67.08,3.5025,1,-24112517.62,71043783.44,95156301.06,166200084.5,1,1,20561038.49,30619910.49,10058872.0,33.99920096,9.51836735,23.64976959,73.9395726
449,600732,爱旭股份,2025-02-07,13.02,9.9662,1,-78397679.86,566209741.56,644607421.42,1210817162.98,2,0,158260282.71,158260282.71,0.0,28.02359882,-1.5128593,37.34177215,-3.19702602
450,600839,四川长虹,2025-02-07,10.52,10.0418,1,-65703376.25,1616238887.02,1681942263.27,3298181150.29,0,0,0.0,0.0,0.0,22.7537923,-20.54380665,144.17345209,164.21754144
451,603166,福达股份,2025-02-07,11.05,9.2977,1,39722169.4,203017797.8,163295628.4,366313426.2,0,0,0.0,0.0,0.0,59.91316932,49.32432432,139.27816205,157.26490316
452,603197,保隆科技,2025-02-07,43.53,4.3134,1,134683621.28,441388302.0,306704680.72,748092982.72,4,2,189095530.2,260264837.2,71169307.0,24.44253859,9.3718593,43.99577773,6.16242877
453,603390,通达电气,2025-02-07,11.18,10.0394,1,42743074.0,58241041.0,15497967.0,73739008.0,0,1,-2525886.0,0.0,2525886.0,13.38742394,15.73498965,-4.87322187,91.55488084
454,603496,恒为科技,2025-02-07,28.16,10.0,1,349005617.1,596458513.07,247452895.97,843911409.04,0,0,0.0,0.0,0.0,25.82663092,-4.44519851,31.83913498,48.40524632
455,603618,杭电股份,2025-02-07,6.35,10.052,1,14773744.25,24488449.25,9714705.0,34203154.25,0,0,0.0,0.0,0.0,25.0,15.66484517,46.31336406,61.81673891
456,603882,金域医学,2025-02-07,30.09,10.0183,1,87354158.59,308990932.33,221636773.74,530627706.07,1,3,10229333.36,123618651.4,113389318.04,12.65443654,-7.98165138,-2.27346541,-48.10119213
457,688048,长光华芯,2025-02-07,56.52,20.0,1,52228451.28,195855356.09,143626904.81,339482260.9,2,0,86176685.11,86176685.11,0.0,65.99118943,19.84732824,94.89655172,65.94245449
458,688114,华大智造,2025-02-07,55.0,15.425,1,131080312.43,356316623.49,225236311.06,581552934.55,4,2,201330692.05,278540393.01,77209700.96,17.34585022,10.775428,26.78653757,-19.11764706
459,688227,品高股份,2025-02-07,39.44,19.9878,1,35551218.87,94020397.67,58469178.8,152489576.47,1,0,54643721.17,54643721.17,0.0,63.71938564,77.65765766,265.52363299,287.04612365
460,832171,志晟信息,2025-02-07,23.55,29.9669,1,13398306.58,42462305.79,29063999.21,71526305.0,0,0,0.0,0.0,0.0,38.52941176,11.13732893,282.92682927,198.85786802
461,834770,艾能聚,2025-02-07,21.29,23.0636,1,26121808.67,59419309.34,33297500.67,92716810.01,0,0,0.0,0.0,0.0,34.32176656,-22.10025613,289.21389397,191.92500204
462,836871,派特尔,2025-02-07,16.51,30.0,1,-10362862.84,22556666.49,32919529.33,55476195.82,0,0,0.0,0.0,0.0,48.60486049,14.25605536,168.89250814,139.04993769
463,002594,比亚迪,2025-02-06,311.08,10.0,1,407265557.76,2415750118.71,2008484560.95,4424234679.66,3,3,139533836.14,449197733.11,309663896.97,14.90414804,1.16422764,34.56181331,87.44586763
464,002600,领益智造,2025-02-06,9.77,10.0225,1,259236891.82,513447308.65,254210416.83,767657725.48,2,2,-4169500.0,32649684.0,36819184.0,28.04718218,7.24478595,56.32,122.96512548
465,002808,ST恒久,2025-02-06,2.8,4.8689,1,-4942889.6,12556001.88,17498891.48,30054893.36,2,2,-1193519.68,2548205.52,3741725.2,-4.76190476,3.32103321,64.70588235,-13.61180025
466,300382,斯莱克,2025-02-06,12.31,19.9805,1,59539954.58,120576119.58,61036165.0,181612284.58,2,1,27078863.0,35204760.0,8125897.0,27.69709544,11.20144535,132.70321361,112.57331086
467,301261,恒工精密,2025-02-06,60.1,20.008,1,4015054.0,78542767.0,74527713.0,153070480.0,3,2,8611669.0,31880323.0,23268654.0,54.49871465,41.96199231,67.29831911,89.07562984
468,600595,中孚实业,2025-02-06,3.38,10.0977,1,23367084.5,124053035.3,100685950.8,224738986.1,2,0,82742141.3,82742141.3,0.0,23.35766423,9.38511327,43.22033898,29.00763359
469,600967,内蒙一机,2025-02-06,9.75,10.0451,1,72118841.18,141059218.25,68940377.07,209999595.32,2,0,101731628.0,101731628.0,0.0,23.88818297,18.57417993,31.74908882,51.21042323
470,603063,禾望电气,2025-02-06,27.61,-2.9184,1,52322044.74,669369285.36,617047240.62,1286416525.98,2,1,203380699.59,292838414.72,89457715.13,44.55497382,34.68292683,96.23312011,57.53053218
471,603529,爱玛科技,2025-02-06,39.02,-5.7716,1,944677.130000025,205360894.83,204416217.7,409777112.53,1,5,-191458272.7,12957945.0,204416217.7,-6.87350835,11.70913255,44.48176017,56.84161391
472,603596,伯特利,2025-02-06,55.31,10.004,1,30786302.92,670537634.16,639751331.24,1310288965.4,1,2,-191620288.32,111255317.0,302875605.32,30.75650118,15.97819249,46.40021175,58.22321708
473,605277,新亚电子,2025-02-06,15.78,-2.3515,1,-71866827.6,87032545.0,158899372.6,245931917.6,0,0,0.0,0.0,0.0,20.27439024,13.11827957,28.08441558,80.72937767
474,688392,骄成超声,2025-02-06,45.88,20.0105,1,19719026.18,80659928.22,60940902.04,141600830.26,2,0,30219674.12,30219674.12,0.0,19.54142783,13.14426634,37.65376538,8.63456954
475,688545,兴福电子,2025-02-06,26.89,5.2858,1,47147794.66,107093013.68,59945219.02,167038232.7,0,0,0.0,0.0,0.0,130.22260274,130.22260274,130.22260274,130.22260274
476,832876,慧为智能,2025-02-06,27.01,29.9808,1,12169377.32,31221317.53,19051940.21,50273257.74,0,0,0.0,0.0,0.0,50.05555556,4.7305157,186.9675404,134.09203339
477,000759,中百集团,2025-02-05,7.82,-10.0115,1,-37562885.4,109606531.0,147169416.4,256775947.4,1,1,-14933763.0,8464700.0,23398463.0,-39.61389961,90.73170732,158.94039735,104.71204188
478,002195,岩山科技,2025-02-05,4.48,10.0737,1,185822621.09,333307456.27,147484835.18,480792291.45,2,2,70598602.66,95114135.83,24515533.17,21.40921409,52.90102389,84.36213992,89.71692058
479,002862,实丰文化,2025-02-05,35.64,-10.0,1,-72167182.7,64764465.0,136931647.7,201696112.7,0,0,0.0,0.0,0.0,20.81355932,105.41786744,167.16641679,208.57142857
480,002951,*ST金时,2025-02-05,5.9,-4.9919,1,-13515989.62,14785267.0,28301256.62,43086523.62,0,0,0.0,0.0,0.0,-10.06097561,-18.28254848,55.6793803,8.57638831
481,300394,天孚通信,2025-02-05,83.79,-16.875,1,-125848203.56,633697969.55,759546173.11,1393244142.66,3,5,-80223572.64,300319041.2,380542613.84,-3.80022962,-34.96080106,-7.44490204,20.05112151
482,300502,新易盛,2025-02-05,102.51,-18.4941,1,-109921397.8,1007924253.59,1117845651.39,2125769904.98,3,4,12381955.08,361249158.95,348867203.87,-11.62931034,-22.20535782,10.92955308,125.59794771
483,300570,太辰光,2025-02-05,95.75,-19.3752,1,157026696.45,700480826.35,543454129.9,1243934956.25,3,2,182425658.4,287278934.4,104853276.0,24.77195726,37.45334482,212.70411496,224.25932259
484,300608,思特奇,2025-02-05,13.24,7.6423,1,-39404035.58,163387236.93,202791272.51,366178509.44,1,1,-9206754.79,39135877.21,48342632.0,33.6024218,7.90546047,48.26427772,28.78976351
485,300697,电工合金,2025-02-05,13.94,-19.977,1,-39568482.02,39265025.0,78833507.02,118098532.02,4,4,-44139583.12,24103084.0,68242667.12,15.39735099,8.73634945,33.65292426,59.14551053
486,601156,东航物流,2025-02-05,14.75,-10.0061,1,-437594817.2,104877621.25,542472438.45,647350059.7,1,3,-190530332.0,14765000.0,205295332.0,-10.92995169,-14.39349971,-4.14897652,2.62771039
487,601360,三六零,2025-02-05,12.21,10.0,1,263216497.84,1098762284.64,835545786.8,1934308071.44,0,0,0.0,0.0,0.0,29.75557917,30.58823529,60.65789474,82.63170566
488,603306,华懋科技,2025-02-05,34.8,-10.0078,1,35216285.28,223344389.28,188128104.0,411472493.28,0,2,-96973535.0,0.0,96973535.0,16.07738492,17.60729976,89.43930321,105.33859855
489,688039,当虹科技,2025-02-05,32.82,20.0,1,20188660.47,46018470.35,25829809.88,71848280.23,0,0,0.0,0.0,0.0,32.92831106,22.64573991,51.52354571,61.59527326
490,688075,安旭生物,2025-02-05,38.07,0.5016,1,8687500.0,8687500.0,0.0,8687500.0,0,0,0.0,0.0,0.0,8.09199319,0.39049984,15.74220782,21.82863089
491,688369,致远互联,2025-02-05,26.79,13.3249,1,22972616.76,153549795.73,130577178.97,284126974.7,2,2,14719895.16,60939646.66,46219751.5,48.17477876,31.64619165,77.29980146,32.36577993
492,832149,利尔达,2025-02-05,10.98,23.788,1,5563836.01,27484924.1,21921088.09,49406012.19,0,0,0.0,0.0,0.0,23.0941704,-7.73109244,185.9375,154.16666667
493,000668,荣丰控股,2025-01-27,6.11,10.0901,1,15617022.0,30400185.0,14783163.0,45183348.0,2,2,3648683.0,8269004.0,4620321.0,-10.01472754,-24.19354839,3.38409475,-44.5553539
494,001366,播恩集团,2025-01-27,11.43,2.7878,1,-13243427.49,62594849.0,75838276.49,138433125.49,0,0,0.0,0.0,0.0,9.90384615,-0.86730269,9.69289827,-18.08066481
495,001380,华纬科技,2025-01-27,27.59,10.008,1,20837427.98,56476946.0,35639518.02,92116464.02,0,1,-5085609.52,0.0,5085609.52,24.22332283,30.69635244,66.80773881,43.33910647
496,002259,ST升达,2025-01-27,2.56,4.918,1,1128800.04,13852424.04,12723624.0,26576048.04,1,1,27552.0,2767371.0,2739819.0,2.81124498,5.78512397,13.27433628,-21.95121951
497,002747,埃斯顿,2025-01-27,18.15,-10.0149,1,-98424402.0,134316768.0,232741170.0,367057938.0,5,5,-13941692.0,49024614.0,62966306.0,-10.19297378,19.56521739,47.08265802,23.81326042
498,003015,日久光电,2025-01-27,15.48,10.0213,1,103488421.0,165752541.0,62264120.0,228016661.0,3,3,-16920765.0,28043399.0,44964164.0,12.17391304,1.17647059,57.15736041,27.45672053
499,200016,深康佳B,2025-01-27,0.93,-7.0,1,-491233.31,456211.48,947444.79,1403656.27,0,0,0.0,0.0,0.0,-12.26415094,-14.67889908,66.07142857,9.41176471
500,300093,金刚光伏,2025-01-27,11.3,-15.7973,1,4628374.23,43741150.0,39112775.77,82853925.77,4,4,-260155.77,32254823.0,32514978.77,-21.96132597,-50.80539835,-6.84253916,-48.35466179
501,300634,彩讯股份,2025-01-27,29.54,15.6617,1,190963548.7,778577952.78,587614404.08,1366192356.86,1,1,27998572.71,116019798.71,88021226.0,28.10060711,41.57323524,85.62613654,74.49553849
502,301288,清研环境,2025-01-27,11.78,-20.0272,1,-4023909.64,11313905.0,15337814.64,26651719.64,4,4,-576244.64,4939165.0,5515409.64,-24.7284345,-29.92266508,8.97317299,-31.45931226
503,301397,溯联股份,2025-01-27,28.82,-15.9767,1,-35055553.37,28900562.62,63956115.99,92856678.61,3,3,-29368277.6,10231006.42,39599284.02,8.18318318,11.40316969,19.6347032,0.95720908
504,600190,ST锦港,2025-01-27,1.4,-4.7619,1,-15665411.0,9005568.0,24670979.0,33676547.0,0,0,0.0,0.0,0.0,-11.94968553,-4.76190476,-7.89473684,-48.91043738
505,600246,万通发展,2025-01-27,5.47,-10.0329,1,1831060.62,19015361.0,17184300.38,36199661.38,0,0,0.0,0.0,0.0,-22.07977208,-46.52981427,-13.85826772,-13.72239748
506,600300,维维股份,2025-01-27,3.29,10.0334,1,14635894.0,36111369.0,21475475.0,57586844.0,0,0,0.0,0.0,0.0,-1.49700599,19.20289855,40.0,11.50304591
507,600753,庚星股份,2025-01-27,5.12,-10.0176,1,1798144.0,8833024.0,7034880.0,15867904.0,0,0,0.0,0.0,0.0,-20.86553323,-36.71199011,11.30434783,-43.30011074
508,600758,辽宁能源,2025-01-27,3.61,10.061,1,8627696.0,23968548.0,15340852.0,39309400.0,0,0,0.0,0.0,0.0,5.24781341,9.99666039,34.4403627,1.96319643
509,603007,ST花王,2025-01-27,10.19,-3.5038,1,-837620.390000001,36293841.07,37131461.46,73425302.53,0,0,0.0,0.0,0.0,17.26121979,88.83457951,258.71417282,188.72116349
510,603687,大胜达,2025-01-27,7.1,-10.0127,1,-982640.0,20239970.0,21222610.0,41462580.0,0,0,0.0,0.0,0.0,-4.82573727,1.57367668,6.12855007,-30.78884985
511,688313,仕佳光子,2025-01-27,19.38,-16.681,1,-120771728.01,156781488.97,277553216.98,434334705.95,1,2,-100239848.98,21287168.79,121527017.77,25.84415584,26.0897853,113.20132013,91.50197628
512,000586,汇源通信,2025-01-24,10.23,-10.0264,1,-35043315.17,15467720.0,50511035.17,65978755.17,4,4,-28687181.0,3729159.0,32416340.0,-7.92079208,11.92560175,46.98275862,0.68897638
513,000711,*ST京蓝,2025-01-24,1.72,4.878,1,-22791799.21,27901583.08,50693382.29,78594965.37,0,0,0.0,0.0,0.0,-3.37078652,4.24242424,0.0,-7.02702703
514,000736,中交地产,2025-01-24,7.0,-10.0257,1,-192816323.61,48308912.22,241125235.83,289434148.05,0,0,0.0,0.0,0.0,-22.73730684,-34.39550141,-10.71428571,-18.03278689
515,002146,荣盛发展,2025-01-24,1.4,-9.6774,1,-15066832.0,16466228.0,31533060.0,47999288.0,1,1,1334513.0,2323675.0,989162.0,-25.53191489,-11.39240506,2.18978102,-6.66666667
516,002496,辉丰股份,2025-01-24,1.35,-10.0,1,-3816800.0,8910215.0,12727015.0,21637230.0,3,3,-142132.0,5129739.0,5271871.0,-35.71428571,-38.63636364,-48.07692308,-23.29545455
517,002529,海源复材,2025-01-24,5.91,-1.1706,1,29844004.37,57082619.12,27238614.75,84321233.87,2,2,17839306.0,27326552.0,9487246.0,-39.63227783,-21.7218543,28.19956616,-42.34146341
518,002629,仁智股份,2025-01-24,4.82,10.0457,1,23065800.62,96785410.22,73719609.6,170505019.82,4,4,21114587.0,62719152.0,41604565.0,26.50918635,89.76377953,212.98701299,41.76470588
519,002636,金安国纪,2025-01-24,8.56,-6.4481,1,-18151231.39,114408987.9,132560219.29,246969207.19,2,2,-1310627.0,39639565.0,40950192.0,3.25693607,8.35443038,36.30573248,20.1172255
520,002692,远程股份,2025-01-24,4.53,-8.4848,1,-2069162.92,78136369.88,80205532.8,158341902.68,0,0,0.0,0.0,0.0,14.97461929,13.81909548,34.82142857,10.04023456
521,002729,好利科技,2025-01-24,15.54,-2.3256,1,-67128650.42,49013638.11,116142288.53,165155926.64,2,2,-13000421.48,13108836.52,26109258.0,17.06883419,18.94694383,65.81634661,-13.62170996
522,002767,先锋电子,2025-01-24,14.14,-8.833,1,-52780840.35,23504526.8,76285367.15,99789893.95,0,0,0.0,0.0,0.0,2.46376812,5.13011152,27.38738739,-19.97643525
523,002816,和科达,2025-01-24,13.2,10.0,1,-17341919.0,38930491.0,56272410.0,95202901.0,4,4,-18191563.0,22113051.0,40304614.0,-26.42140468,-15.60102302,42.39482201,23.0195713
524,002848,高斯贝尔,2025-01-24,5.64,-10.0478,1,560388.0,13840525.0,13280137.0,27120662.0,3,3,2262983.0,9684010.0,7421027.0,-43.31658291,-33.72502938,-10.47619048,-41.79566563
525,002965,祥鑫科技,2025-01-24,47.04,10.0094,1,186458813.61,362996822.61,176538009.0,539534831.61,2,2,26477550.0,52221884.0,25744334.0,38.35294118,64.47552448,63.84535005,37.95744754
526,003030,祖名股份,2025-01-24,16.56,-10.0,1,-13597015.8,25130854.0,38727869.8,63858723.8,0,0,0.0,0.0,0.0,6.97674419,12.96043656,25.64491654,-8.57279846
527,003033,征和工业,2025-01-24,32.3,1.8927,1,-26920441.0,36381177.0,63301618.0,99682795.0,2,0,15798074.0,15798074.0,0.0,15.56350626,23.99232246,47.15261959,10.85603022
528,200488,ST晨鸣B,2025-01-24,0.9,-10.0,1,-388602.6,1281302.29,1669904.89,2951207.18,0,0,0.0,0.0,0.0,-16.66666667,-40.39735099,-34.7826087,-37.5
529,200761,本钢板B,2025-01-24,1.4,7.6923,1,-534081.1,1842076.77,2376157.87,4218234.64,0,0,0.0,0.0,0.0,2.18978102,-9.67741935,4.47761194,2.18978102
530,300250,初灵信息,2025-01-24,16.48,20.0291,1,30913012.48,109603297.0,78690284.52,188293581.52,3,3,14886913.0,32935486.0,18048573.0,3.77833753,3.51758794,50.22789426,10.08684035
531,300479,神思电子,2025-01-24,20.41,19.9882,1,17696191.0,102966763.2,85270572.2,188237335.4,1,1,1384096.0,11450864.0,10066768.0,-0.19559902,4.23901941,48.43636364,24.37538087
532,301315,威士顿,2025-01-24,62.55,-10.2969,1,-86483826.66,63710948.89,150194775.55,213905724.44,2,2,16482885.0,26441462.0,9958577.0,28.01882931,34.68992248,103.87874837,13.16594462
533,301458,钧崴电子,2025-01-24,37.73,-5.3912,1,-50588472.16,89335806.26,139924278.42,229260084.68,3,3,-7124140.94,58298764.61,65422905.55,262.78846154,262.78846154,262.78846154,262.78846154
534,600053,九鼎投资,2025-01-24,12.86,-10.007,1,-7910234.0,14417287.0,22327521.0,36744808.0,0,0,0.0,0.0,0.0,-12.57647859,-17.45827985,4.38311688,-26.00690449
535,600579,中化装备,2025-01-24,9.27,-10.0,1,-4347248.0,32211105.0,36558353.0,68769458.0,0,0,0.0,0.0,0.0,-22.8143214,51.47058824,91.92546584,49.27536232
536,601515,东峰集团,2025-01-24,3.07,-9.9707,1,-139108468.89,58184569.45,197293038.34,255477607.79,0,0,0.0,0.0,0.0,-23.82133995,-3.76175549,11.30463422,-18.99819813
537,603012,创力集团,2025-01-24,5.58,10.0592,1,13471470.56,42410337.56,28938867.0,71349204.56,0,0,0.0,0.0,0.0,3.91061453,14.11042945,34.45783133,8.78402275
538,603261,立航科技,2025-01-24,20.88,-10.0,1,6284648.0,10605880.0,4321232.0,14927112.0,0,0,0.0,0.0,0.0,-23.93442623,-37.55980861,-24.7296323,-28.14865795
539,603398,沐邦高科,2025-01-24,15.53,-9.971,1,29900414.46,199179502.4,169279087.94,368458590.34,0,0,0.0,0.0,0.0,-30.0135196,-19.78305785,1.17263844,-21.64480323
540,603779,威龙股份,2025-01-24,7.65,10.0719,1,23911709.25,51719981.25,27808272.0,79528253.25,0,0,0.0,0.0,0.0,-12.47139588,-34.44730077,-5.67200986,-7.60869565
541,688031,星环科技,2025-01-24,48.1,17.3171,1,65922.5400000066,82077099.75,82011177.21,164088276.96,2,2,-17022593.54,23893983.95,40916577.49,-6.60194175,19.74110032,52.6984127,-2.49341172
542,831689,克莱特,2025-01-24,24.0,-13.2321,1,-9119664.52,26522117.97,35641782.49,62163900.46,0,1,-6735966.11,0.0,6735966.11,33.33333333,28.54847349,127.48815166,77.41168977
