时间,代码,名称,板块,相关信息
10:56:32,688592,司南导航,大笔买入,"41799,40.40000,0.011517"
10:56:27,002713,东易日盛,大笔买入,"705200,4.22000,0.011990"
10:56:15,002530,金财互联,大笔买入,"879800,12.66000,0.001584"
10:56:04,301382,蜂助手,大笔买入,"303120,35.05000,0.060248"
10:55:57,002364,中恒电气,大笔买入,"827000,12.64000,0.046243"
10:55:42,836699,海达尔,大笔买入,"25612,47.97000,0.100917"
10:55:41,688255,凯尔达,大笔买入,"100232,40.07000,-0.014268"
10:55:10,300157,新锦动力,大笔买入,"942300,3.05000,0.023490"
10:54:55,300731,科创新源,大笔买入,"137400,25.38000,0.069082"
10:54:34,300731,科创新源,大笔买入,"325200,25.10000,0.057287"
10:54:15,001225,和泰机电,大笔买入,"30500,34.00000,0.009798"
10:53:48,833284,灵鸽科技,大笔买入,"71353,14.11000,0.040590"
10:52:51,603843,正平股份,大笔买入,"1659660,3.45000,0.023739"
10:52:10,300052,中青宝,大笔买入,"275400,17.99000,0.043478"
10:52:00,002031,巨轮智能,大笔买入,"9656400,7.53000,0.053371"
10:51:54,000981,山子高科,大笔买入,"10592100,2.29000,0.055556"
10:51:10,300333,兆日科技,大笔买入,"375700,15.22000,0.043240"
10:51:07,300670,大烨智能,大笔买入,"255700,6.07000,0.003311"
10:50:52,301252,同星科技,大笔买入,"50200,36.97000,0.024100"
10:50:46,300061,旗天科技,大笔买入,"748100,12.89000,0.032905"
10:50:43,300404,博济医药,大笔买入,"308600,9.09000,0.050750"
10:50:42,001391,国货航,大笔买入,"1982300,7.12000,0.001406"
10:50:25,301139,元道通信,大笔买入,"83800,24.21000,0.038132"
10:50:12,002640,跨境通,大笔买入,"1897000,4.54000,0.015730"
10:50:12,001296,长江材料,大笔买入,"86746,18.18000,0.007769"
10:50:09,002323,雅博股份,大笔买入,"3927400,1.71000,0.042945"
10:50:06,001296,长江材料,大笔买入,"136220,18.13000,0.003330"
10:49:57,000056,皇庭国际,大笔买入,"1012000,2.80000,0.029304"
10:49:42,002235,安妮股份,大笔买入,"575600,5.59000,0.012635"
10:49:36,002291,遥望科技,大笔买入,"2726300,6.83000,0.019432"
10:49:30,002291,遥望科技,大笔买入,"1845900,6.75000,0.010463"
10:49:18,002012,凯恩股份,大笔买入,"817300,5.03000,0.022403"
10:49:15,000880,潍柴重机,大笔买入,"1189700,19.54000,0.037175"
10:49:06,002175,东方智造,大笔买入,"4051600,5.02000,0.052083"
10:49:03,002165,红 宝 丽,大笔买入,"761200,4.62000,0.002169"
10:48:25,301139,元道通信,大笔买入,"123600,24.04000,0.029563"
10:48:21,002112,三变科技,大笔买入,"296900,12.98000,0.006961"
10:48:12,002348,高乐股份,大笔买入,"964700,3.40000,0.014925"
10:46:54,002406,远东传动,大笔买入,"666300,7.05000,0.024818"
10:46:54,002229,鸿博股份,大笔买入,"562940,12.50000,0.051433"
10:46:45,002229,鸿博股份,大笔买入,"513900,12.40000,0.045531"
10:46:33,002634,棒杰股份,大笔买入,"676700,3.55000,0.047337"
10:46:25,873693,阿为特,大笔买入,"42477,41.46000,0.042184"
10:46:19,301182,凯旺科技,大笔买入,"39600,36.11000,0.030234"
10:46:10,300945,曼卡龙,大笔买入,"374000,11.23000,0.005367"
10:45:49,301252,同星科技,大笔买入,"48100,36.81000,0.019391"
10:45:42,002529,海源复材,大笔买入,"286500,6.68000,0.046948"
10:45:30,002667,威领股份,大笔买入,"399700,9.77000,0.009317"
10:45:27,002130,沃尔核材,大笔买入,"1719900,24.66000,0.042724"
10:45:12,002862,实丰文化,大笔买入,"204000,36.36000,-0.012322"
10:45:01,301208,中亦科技,大笔买入,"44500,37.51000,0.042512"
10:44:51,835305,云创数据,大笔买入,"229345,27.00000,0.081298"
10:44:49,300355,蒙草生态,大笔买入,"4769600,5.12000,0.032323"
10:44:45,002723,小崧股份,大笔买入,"426800,7.61000,0.027027"
10:44:43,301439,泓淋电力,大笔买入,"276600,19.49000,0.163363"
10:44:33,832662,方盛股份,大笔买入,"61810,20.39000,0.052713"
10:44:28,688048,长光华芯,大笔买入,"120910,56.50000,0.199575"
10:44:16,300933,中辰股份,大笔买入,"610000,7.52000,0.023224"
10:43:28,301182,凯旺科技,大笔买入,"40300,35.95000,0.025385"
10:43:09,002272,川润股份,大笔买入,"655300,9.13000,0.042334"
10:43:08,839493,并行科技,大笔买入,"32889,130.47000,0.211137"
10:42:58,300930,屹通新材,大笔买入,"54000,26.97000,0.001488"
10:42:54,002211,宏达新材,大笔买入,"1154400,3.62000,0.031339"
10:42:40,301382,蜂助手,大笔买入,"137475,34.04000,0.029670"
10:42:33,002383,合众思壮,大笔买入,"619500,8.01000,0.026889"
10:42:12,002717,岭南股份,大笔买入,"1936300,3.32000,0.000000"
10:42:12,001319,铭科精技,大笔买入,"73000,29.08000,0.034888"
10:42:03,000100,TCL科技,大笔买入,"21308691,5.12000,0.005906"
10:42:00,000665,湖北广电,大笔买入,"1223500,4.18000,0.027160"
10:41:57,002853,皮阿诺,大笔买入,"246400,11.46000,0.000000"
10:41:54,002970,锐明技术,大笔买入,"146700,49.18000,0.034309"
10:41:31,300370,安控科技,大笔买入,"1336800,3.14000,0.026144"
10:41:28,300067,安诺其,大笔买入,"1228500,5.23000,0.013540"
10:41:22,300152,新动力,大笔买入,"1443500,5.07000,0.041237"
10:41:16,300264,佳创视讯,大笔买入,"471900,5.88000,0.017301"
10:41:13,300242,佳云科技,大笔买入,"952600,4.92000,0.008197"
10:41:10,300242,佳云科技,大笔买入,"719000,4.92000,0.002049"
10:40:48,002253,川大智胜,大笔买入,"255400,12.43000,0.023908"
10:40:48,001339,智微智能,大笔买入,"137300,41.53000,0.012439"
10:40:24,000981,山子高科,大笔买入,"8390800,2.25000,0.037037"
10:40:10,300956,英力股份,大笔买入,"198149,24.03000,0.073661"
10:40:09,000833,粤桂股份,大笔买入,"777200,12.02000,0.027397"
10:40:00,002514,宝馨科技,大笔买入,"1283100,8.11000,0.007463"
10:39:45,002055,得润电子,大笔买入,"2940500,6.26000,0.031353"
10:39:42,000981,山子高科,大笔买入,"26090700,2.22000,0.027778"
10:39:39,000573,粤宏远Ａ,大笔买入,"743006,4.20000,-0.045455"
10:39:24,688071,华依科技,大笔买入,"95700,36.02000,-0.023395"
10:39:06,000536,华映科技,大笔买入,"3497900,4.84000,0.083146"
10:39:01,301382,蜂助手,大笔买入,"288000,33.64000,0.026340"
10:39:01,300640,德艺文创,大笔买入,"484600,6.12000,0.026801"
10:38:58,300640,德艺文创,大笔买入,"300100,6.13000,0.013400"
10:38:58,300044,赛为智能,大笔买入,"850400,6.76000,0.010463"
10:38:51,002272,川润股份,大笔买入,"491700,9.09000,0.038902"
10:38:42,002692,远程股份,大笔买入,"1174300,4.69000,0.002137"
10:38:16,301082,久盛电气,大笔买入,"358200,14.35000,0.017794"
10:38:15,002426,胜利精密,大笔买入,"3827400,3.07000,0.030201"
10:38:09,002426,胜利精密,大笔买入,"6637400,3.06000,0.023490"
10:38:07,300446,航天智造,大笔买入,"324854,18.04000,0.032683"
10:38:07,300018,中元股份,大笔买入,"387800,7.08000,0.000000"
10:38:06,002448,中原内配,大笔买入,"582900,7.67000,0.065369"
10:38:06,002667,威领股份,大笔买入,"401600,9.66000,0.000000"
10:37:51,002448,中原内配,大笔买入,"6126550,7.61000,0.070932"
10:37:36,430017,星昊医药,大笔买入,"147851,14.46000,0.011896"
10:37:31,301568,思泰克,大笔买入,"74700,41.62000,-0.008820"
10:37:10,300956,英力股份,大笔买入,"136390,23.60000,0.051786"
10:37:01,301150,中一科技,大笔买入,"124700,21.20000,0.019175"
10:37:01,300956,英力股份,大笔买入,"97200,23.39000,0.043750"
10:36:41,603990,麦迪科技,大笔买入,"384100,12.38000,-0.019017"
10:36:40,600203,福日电子,大笔买入,"726500,9.60000,0.061947"
10:36:22,300427,红相股份,大笔买入,"501800,6.13000,0.035654"
10:36:19,301596,瑞迪智驱,大笔买入,"14800,134.32000,0.099902"
10:35:58,300710,万隆光电,大笔买入,"103200,17.68000,0.001705"
10:35:52,301045,天禄科技,大笔买入,"68600,23.37000,0.003429"
10:35:48,002366,融发核电,大笔买入,"1458800,4.98000,0.029046"
10:35:48,000759,中百集团,大笔买入,"706000,8.21000,0.011084"
10:35:45,002210,飞马国际,大笔买入,"3903870,2.23000,0.042254"
10:35:36,002526,山东矿机,大笔买入,"1948000,4.36000,0.058111"
10:35:33,002526,山东矿机,大笔买入,"7699112,4.37000,0.053269"
10:35:27,001266,宏英智能,大笔买入,"68600,24.13000,0.002493"
10:35:06,002355,兴民智通,大笔买入,"736300,7.33000,0.028090"
10:34:29,600580,卧龙电驱,大笔买入,"1436400,26.26000,0.088272"
10:34:12,002703,浙江世宝,大笔买入,"693100,12.85000,0.022329"
10:33:58,301389,隆扬电子,大笔买入,"105600,18.70000,0.054710"
10:33:55,301389,隆扬电子,大笔买入,"116200,18.70000,0.053017"
10:33:47,688667,菱电电控,大笔买入,"100000,45.05000,0.031364"
10:33:31,300684,中石科技,大笔买入,"213500,26.39000,0.032473"
10:33:10,301182,凯旺科技,大笔买入,"59900,35.63000,0.015117"
10:32:57,688667,菱电电控,大笔买入,"101800,45.12000,0.032967"
10:32:40,301389,隆扬电子,大笔买入,"89900,18.55000,0.045121"
10:32:38,600580,卧龙电驱,大笔买入,"7807511,26.42000,0.094903"
10:32:37,301266,宇邦新材,大笔买入,"49400,35.89000,0.064038"
10:32:24,000056,皇庭国际,大笔买入,"911100,2.81000,0.029304"
10:32:06,688667,菱电电控,大笔买入,"100000,45.05000,0.031364"
10:31:58,301387,光大同创,大笔买入,"63800,37.43000,0.039488"
10:31:51,002406,远东传动,大笔买入,"661700,7.20000,0.037956"
10:31:40,300753,爱朋医疗,大笔买入,"89300,19.83000,0.005068"
10:31:39,002560,通达股份,大笔买入,"542500,6.47000,0.045161"
10:31:28,300611,美力科技,大笔买入,"149600,12.27000,-0.008885"
10:31:24,002406,远东传动,大笔买入,"1119700,7.03000,0.021898"
10:31:21,002406,远东传动,大笔买入,"920900,7.00000,0.017518"
10:31:03,002747,埃斯顿,大笔买入,"1023600,20.44000,0.009857"
10:30:51,002031,巨轮智能,大笔买入,"1994100,7.42000,0.039326"
10:30:46,688667,菱电电控,大笔买入,"100000,44.22000,0.011676"
10:30:45,000032,深桑达Ａ,大笔买入,"841100,18.15000,0.022548"
10:30:27,002467,二六三,大笔买入,"3875700,6.40000,0.007899"
10:30:25,688667,菱电电控,大笔买入,"105364,44.19000,0.011676"
10:29:46,300111,向日葵,大笔买入,"1349400,3.42000,0.027108"
10:29:43,301052,果麦文化,大笔买入,"87200,28.74000,-0.001387"
10:29:20,832876,慧为智能,大笔买入,"78947,27.32000,0.014439"
10:29:09,002681,奋达科技,大笔买入,"2967400,7.89000,0.035480"
10:29:06,002681,奋达科技,大笔买入,"2628399,7.88000,0.031537"
10:29:06,002547,春兴精工,大笔买入,"1106900,4.62000,0.031250"
10:29:03,002547,春兴精工,大笔买入,"1524100,4.62000,0.029018"
10:28:59,832171,志晟信息,大笔买入,"107325,20.15000,0.109272"
10:28:57,002495,佳隆股份,大笔买入,"962700,2.39000,0.021368"
10:28:53,832171,志晟信息,大笔买入,"141274,20.09000,0.103753"
10:28:48,002347,泰尔股份,大笔买入,"940200,7.70000,0.015852"
10:28:46,301336,趣睡科技,大笔买入,"30700,54.69000,-0.027041"
10:28:42,000818,航锦科技,大笔买入,"1055700,22.35000,0.099902"
10:28:40,600186,莲花控股,大笔买入,"2366276,6.51000,0.099662"
10:28:28,300995,奇德新材,大笔买入,"87800,17.39000,0.017049"
10:28:27,002560,通达股份,大笔买入,"457400,6.43000,0.024194"
10:28:19,600186,莲花控股,大笔买入,"1851500,6.51000,0.099662"
10:28:15,002965,祥鑫科技,大笔买入,"179100,53.66000,0.100000"
10:28:15,002495,佳隆股份,大笔买入,"1027100,2.38000,0.017094"
10:28:10,301182,凯旺科技,大笔买入,"60700,35.40000,0.009698"
10:28:01,600186,莲花控股,大笔买入,"2352900,6.51000,0.099662"
10:27:57,000409,云鼎科技,大笔买入,"500716,10.03000,0.009063"
10:27:54,000409,云鼎科技,大笔买入,"898300,10.02000,0.005035"
10:27:48,688758,赛分科技,大笔买入,"100000,15.52000,0.025099"
10:27:46,300956,英力股份,大笔买入,"147500,23.50000,0.048661"
10:27:33,002131,利欧股份,大笔买入,"6840361,4.25000,0.036585"
10:27:31,301606,绿联科技,大笔买入,"33403,43.76000,-0.008619"
10:27:30,836871,派特尔,大笔买入,"80938,16.51000,0.300000"
10:27:19,301102,兆讯传媒,大笔买入,"122300,11.70000,0.012976"
10:27:16,301102,兆讯传媒,大笔买入,"156200,11.71000,0.012111"
10:27:15,002582,好想你,大笔买入,"657800,8.60000,0.005848"
10:27:04,300333,兆日科技,大笔买入,"352300,15.17000,0.039808"
10:26:45,002846,英联股份,大笔买入,"345800,9.11000,0.047126"
10:26:36,000158,常山北明,大笔买入,"2299400,22.42000,0.100098"
10:26:31,603496,恒为科技,大笔买入,"370000,26.33000,0.028516"
10:26:27,002691,冀凯股份,大笔买入,"824450,11.09000,0.097923"
10:26:13,301592,六九一二,大笔买入,"43200,141.25000,-0.000708"
10:25:46,300189,神农种业,大笔买入,"1001900,3.90000,0.012953"
10:25:45,002131,利欧股份,大笔买入,"6405500,4.18000,0.017073"
10:25:31,300295,三六五网,大笔买入,"206750,17.17000,0.033193"
10:25:22,603042,华脉科技,大笔买入,"161700,13.51000,0.010471"
10:25:07,300789,唐源电气,大笔买入,"100300,16.21000,-0.004908"
10:24:58,301208,中亦科技,大笔买入,"45100,37.10000,0.031398"
10:24:45,002115,三维通信,大笔买入,"1842100,7.23000,0.028450"
10:24:43,301189,奥尼电子,大笔买入,"63500,24.52000,0.000407"
10:24:36,000721,西安饮食,大笔买入,"708100,8.63000,0.015276"
10:24:28,301368,丰立智能,大笔买入,"90200,65.50000,-0.019749"
10:24:24,002495,佳隆股份,大笔买入,"1127200,2.38000,0.017094"
10:24:10,300635,中达安,大笔买入,"172500,10.03000,0.001998"
10:24:09,002397,梦洁股份,大笔买入,"1851500,3.20000,0.012698"
10:24:09,002031,巨轮智能,大笔买入,"2026853,7.38000,0.035112"
10:23:57,002611,东方精工,大笔买入,"1199050,12.35000,0.002435"
10:23:36,002685,华东重机,大笔买入,"1603000,6.88000,0.028401"
10:23:33,835579,机科股份,大笔买入,"50696,20.60000,0.032614"
10:23:19,300159,新研股份,大笔买入,"10634000,2.50000,0.194313"
10:23:18,002369,卓翼科技,大笔买入,"669700,7.55000,0.100583"
10:23:15,002369,卓翼科技,大笔买入,"2004900,7.55000,0.100583"
10:23:12,835579,机科股份,大笔买入,"57944,20.53000,0.028600"
10:23:12,002369,卓翼科技,大笔买入,"653800,7.55000,0.097668"
10:23:12,000955,欣龙控股,大笔买入,"755700,4.35000,0.058111"
10:23:06,002369,卓翼科技,大笔买入,"1519600,7.53000,0.096210"
10:23:03,002369,卓翼科技,大笔买入,"2504300,7.52000,0.093294"
10:23:00,000573,粤宏远Ａ,大笔买入,"689400,4.15000,-0.056818"
10:22:40,301076,新瀚新材,大笔买入,"86500,34.68000,0.009613"
10:22:31,300889,爱克股份,大笔买入,"123800,14.87000,0.022759"
10:22:19,300159,新研股份,大笔买入,"5294300,2.53000,0.184834"
10:22:17,600756,浪潮软件,大笔买入,"854900,17.01000,0.100259"
10:22:13,301280,珠城科技,大笔买入,"35250,46.75000,-0.012063"
10:22:09,000818,航锦科技,大笔买入,"1142300,22.35000,0.099902"
10:22:06,000818,航锦科技,大笔买入,"1628900,22.35000,0.099902"
10:22:04,600973,宝胜股份,大笔买入,"2221700,4.83000,0.032051"
10:22:04,300159,新研股份,大笔买入,"2439000,2.46000,0.161137"
10:22:03,000818,航锦科技,大笔买入,"725000,22.35000,0.097441"
10:22:00,000818,航锦科技,大笔买入,"1181000,22.30000,0.090059"
10:21:57,000681,视觉中国,大笔买入,"5508600,28.10000,0.099609"
10:21:43,300272,开能健康,大笔买入,"438000,6.07000,0.025295"
10:21:18,001298,好上好,大笔买入,"145900,26.17000,0.031546"
10:21:14,600756,浪潮软件,大笔买入,"342900,16.99000,0.098965"
10:21:11,600756,浪潮软件,大笔买入,"844200,16.98000,0.098318"
10:21:07,300246,宝莱特,大笔买入,"216850,6.72000,0.021309"
10:21:06,603211,晋拓股份,大笔买入,"90100,18.63000,0.001075"
10:21:03,000681,视觉中国,大笔买入,"1917800,28.16000,0.099609"
10:20:55,300731,科创新源,大笔买入,"144900,25.00000,0.053075"
10:20:39,920108,宏海科技,大笔买入,"58252,17.49000,-0.092324"
10:20:28,301389,隆扬电子,大笔买入,"245500,18.64000,0.050197"
10:20:22,300665,飞鹿股份,大笔买入,"221800,6.83000,0.007386"
10:20:19,301389,隆扬电子,大笔买入,"97200,18.54000,0.043429"
10:20:16,301389,隆扬电子,大笔买入,"151200,18.50000,0.042301"
10:20:03,000158,常山北明,大笔买入,"4953300,22.39000,0.099607"
10:19:48,001282,三联锻造,大笔买入,"99540,26.37000,-0.027614"
10:19:46,600186,莲花控股,大笔买入,"2414300,6.51000,0.099662"
10:19:43,600186,莲花控股,大笔买入,"6112900,6.51000,0.099662"
10:19:41,830799,艾融软件,大笔买入,"122169,65.00000,0.042335"
10:19:40,600186,莲花控股,大笔买入,"5993400,6.51000,0.099662"
10:19:39,002945,华林证券,大笔买入,"4972700,16.41000,0.096192"
10:19:27,002212,天融信,大笔买入,"1281400,8.00000,0.044503"
10:19:25,301596,瑞迪智驱,大笔买入,"25800,134.95000,0.106381"
10:19:25,300817,双飞集团,大笔买入,"125400,16.97000,0.073109"
10:19:18,920108,宏海科技,大笔买入,"71643,17.42000,-0.096473"
10:19:18,832171,志晟信息,大笔买入,"66928,19.40000,0.070640"
10:19:13,301399,英特科技,大笔买入,"43700,27.32000,-0.006545"
10:19:12,002820,桂发祥,大笔买入,"396500,11.44000,0.015986"
10:19:12,002229,鸿博股份,大笔买入,"519400,12.34000,0.039629"
10:19:10,300377,赢时胜,大笔买入,"737000,28.50000,0.067016"
10:19:10,300198,纳川股份,大笔买入,"1533000,2.06000,0.040609"
10:19:03,000158,常山北明,大笔买入,"3485900,22.42000,0.099607"
10:19:01,301318,维海德,大笔买入,"68500,35.50000,0.017439"
10:18:55,300697,电工合金,大笔买入,"293900,14.36000,0.010556"
10:18:43,300943,春晖智控,大笔买入,"135900,13.52000,0.009716"
10:18:39,002494,华斯股份,大笔买入,"331100,4.13000,0.009804"
10:18:39,603106,恒银科技,大笔买入,"581000,9.75000,0.097973"
10:18:33,831278,泰德股份,大笔买入,"106367,11.68000,0.062899"
10:18:24,688143,长盈通,大笔买入,"99902,27.77000,0.068077"
10:18:15,000628,高新发展,大笔买入,"311800,58.12000,0.045913"
10:18:15,000158,常山北明,大笔买入,"2969100,21.99000,0.078018"
10:18:10,300956,英力股份,大笔买入,"114500,23.19000,0.036161"
10:18:07,301357,北方长龙,大笔买入,"33200,30.43000,0.008284"
10:18:06,002613,北玻股份,大笔买入,"853900,4.36000,0.085859"
10:18:03,600255,鑫科材料,大笔买入,"2461300,4.00000,0.002506"
10:18:00,002137,实益达,大笔买入,"548700,8.67000,0.011696"
10:17:46,301387,光大同创,大笔买入,"54040,37.96000,0.053949"
10:17:34,301357,北方长龙,大笔买入,"44600,30.40000,0.007290"
10:17:24,001225,和泰机电,大笔买入,"60600,33.98000,0.009204"
10:17:16,301387,光大同创,大笔买入,"43800,37.60000,0.045884"
10:17:13,688411,C海博,大笔买入,"52773,63.06000,0.034619"
10:17:07,301389,隆扬电子,大笔买入,"97000,18.21000,0.028201"
10:16:57,002620,瑞和股份,大笔买入,"415400,3.24000,0.018927"
10:16:46,300902,国安达,大笔买入,"133100,18.49000,0.027222"
10:16:42,001278,一彬科技,大笔买入,"83000,16.66000,0.013382"
10:16:39,000838,财信发展,大笔买入,"1092300,2.42000,0.000000"
10:16:33,688583,思看科技,大笔买入,"13232,111.20000,0.046982"
10:16:33,000017,深中华A,大笔买入,"450400,5.79000,0.014035"
10:16:18,001356,富岭股份,大笔买入,"267092,14.94000,-0.027326"
10:15:51,002495,佳隆股份,大笔买入,"894700,2.36000,0.008547"
10:15:46,300952,恒辉安防,大笔买入,"134900,25.27000,0.010000"
10:15:18,002314,南山控股,大笔买入,"1423900,2.28000,0.031674"
10:15:18,000560,我爱我家,大笔买入,"2336700,3.18000,0.019293"
10:15:15,002229,鸿博股份,大笔买入,"841100,12.30000,0.032884"
10:15:09,000518,四环生物,大笔买入,"1411602,2.53000,0.028455"
10:14:46,300688,创业黑马,大笔买入,"167200,34.50000,0.025260"
10:14:37,301608,博实结,大笔买入,"27400,76.87000,0.027150"
10:14:22,603803,瑞斯康达,大笔买入,"425200,11.45000,0.098848"
10:14:08,603205,健尔康,大笔买入,"47400,37.09000,0.007880"
10:14:07,300918,南山智尚,大笔买入,"600830,12.45000,0.122633"
10:14:07,300611,美力科技,大笔买入,"233300,12.37000,-0.001616"
10:14:03,603205,健尔康,大笔买入,"43400,37.01000,0.005707"
10:14:03,001229,魅视科技,大笔买入,"53800,36.74000,0.005194"
10:13:58,603918,金桥信息,大笔买入,"448800,14.98000,0.024624"
10:13:57,001319,铭科精技,大笔买入,"65000,29.00000,0.032396"
10:13:34,603803,瑞斯康达,大笔买入,"495000,10.99000,0.054702"
10:13:31,603803,瑞斯康达,大笔买入,"491200,10.96000,0.051823"
10:13:25,301261,恒工精密,大笔买入,"59300,58.69000,-0.023295"
10:13:22,301261,恒工精密,大笔买入,"38900,58.70000,-0.023295"
10:13:12,831278,泰德股份,大笔买入,"98661,11.44000,0.043756"
10:13:07,600545,卓郎智能,大笔买入,"3898400,2.72000,0.014925"
10:12:49,300458,全志科技,大笔买入,"561450,54.03000,0.034489"
10:12:43,603667,五洲新春,大笔买入,"2807569,48.54000,0.099434"
10:12:27,002247,聚力文化,大笔买入,"743904,2.74000,0.026316"
10:12:25,301596,瑞迪智驱,大笔买入,"28500,132.00000,0.082677"
10:12:23,835207,众诚科技,大笔买入,"59758,19.52000,0.036978"
10:12:15,002421,达实智能,大笔买入,"4019823,3.69000,0.022161"
10:12:13,300700,岱勒新材,大笔买入,"317500,8.53000,0.040244"
10:12:07,301536,星宸科技,大笔买入,"39000,77.14000,0.016842"
10:12:06,002629,仁智股份,大笔买入,"400700,4.70000,0.080460"
10:12:06,000008,神州高铁,大笔买入,"4818940,2.75000,0.029963"
10:11:33,603106,恒银科技,大笔买入,"1334770,9.75000,0.097973"
10:11:03,001328,登康口腔,大笔买入,"50600,33.88000,0.005926"
10:10:57,000813,德展健康,大笔买入,"2518100,3.16000,0.022654"
10:10:27,002629,仁智股份,大笔买入,"439200,4.69000,0.075862"
10:10:21,002063,远光软件,大笔买入,"1934040,6.29000,0.055462"
10:10:10,300566,激智科技,大笔买入,"253900,21.86000,0.074311"
10:10:00,002370,亚太药业,大笔买入,"830300,3.51000,0.020408"
10:09:55,301209,联合化学,大笔买入,"33400,31.85000,0.015949"
10:09:55,300063,天龙集团,大笔买入,"725000,10.49000,0.019512"
10:09:45,603110,东方材料,大笔买入,"709564,19.14000,0.085034"
10:09:42,000600,建投能源,大笔买入,"1590800,5.42000,0.028463"
10:08:54,603110,东方材料,大笔买入,"203600,18.94000,0.073696"
10:08:45,839493,并行科技,大笔买入,"35000,128.88000,0.187935"
10:08:43,301208,中亦科技,大笔买入,"49600,37.00000,0.027785"
10:08:40,300630,*ST普利,大笔买入,"785604,2.84000,0.198312"
10:08:33,002713,东易日盛,大笔买入,"1000400,4.17000,-0.004796"
10:08:24,430198,微创光电,大笔买入,"255475,12.59000,0.077678"
10:07:55,300166,东方国信,大笔买入,"1108700,12.87000,0.094178"
10:07:43,301628,强达电路,大笔买入,"21200,99.98000,0.004924"
10:07:40,300214,日科化学,大笔买入,"1163635,6.06000,0.028912"
10:07:30,834770,艾能聚,大笔买入,"86960,20.08000,0.156069"
10:07:28,300166,东方国信,大笔买入,"2518300,12.56000,0.075342"
10:07:16,603803,瑞斯康达,大笔买入,"511500,10.67000,0.023992"
10:07:15,833394,民士达,大笔买入,"80192,24.97000,0.049559"
10:06:55,300566,激智科技,大笔买入,"271200,21.98000,0.081693"
10:06:48,002741,光华科技,大笔买入,"633300,16.58000,0.005455"
10:06:37,300117,*ST嘉寓,大笔买入,"1209400,1.00000,0.030928"
10:06:34,301499,维科精密,大笔买入,"62300,27.68000,0.040226"
10:06:31,300949,奥雅股份,大笔买入,"37400,40.89000,0.051600"
10:06:31,300731,科创新源,大笔买入,"121700,24.88000,0.050126"
10:06:28,300152,新动力,大笔买入,"860900,5.00000,0.032990"
10:06:15,002717,岭南股份,大笔买入,"3131000,3.37000,0.015060"
10:06:14,600261,阳光照明,大笔买入,"1950300,3.92000,0.028871"
10:05:58,300991,创益通,大笔买入,"186400,21.61000,0.008870"
10:05:55,301361,众智科技,大笔买入,"38100,29.56000,0.007150"
10:05:36,002426,胜利精密,大笔买入,"4152900,3.05000,0.023490"
10:05:31,301279,金道科技,大笔买入,"45200,22.42000,0.033164"
10:05:31,301030,仕净科技,大笔买入,"310580,22.50000,0.182933"
10:05:27,002607,中公教育,大笔买入,"5075700,3.51000,0.017391"
10:05:19,301329,信音电子,大笔买入,"66500,23.01000,-0.010753"
10:05:18,002305,南国置业,大笔买入,"2133400,1.66000,0.085526"
10:05:18,002261,拓维信息,大笔买入,"2613800,22.47000,0.099364"
10:05:16,300117,*ST嘉寓,大笔买入,"1197200,0.98000,0.010309"
10:05:15,002261,拓维信息,大笔买入,"1572781,22.46000,0.096427"
10:04:57,603150,万朗磁塑,大笔买入,"65800,31.92000,0.085714"
10:04:51,603106,恒银科技,大笔买入,"1201900,9.77000,0.100225"
10:04:49,300630,*ST普利,大笔买入,"715244,2.84000,0.198312"
10:04:36,603106,恒银科技,大笔买入,"669300,9.66000,0.087838"
10:04:28,300882,万胜智能,大笔买入,"280700,15.68000,0.016213"
10:04:20,603166,福达股份,大笔买入,"1971900,11.12000,0.099901"
10:04:19,301178,天亿马,大笔买入,"86100,29.65000,0.025561"
10:04:18,002862,实丰文化,大笔买入,"100100,36.56000,0.000274"
10:04:17,603166,福达股份,大笔买入,"1034900,11.12000,0.099901"
10:04:16,300108,*ST吉药,大笔买入,"1334800,1.09000,0.028571"
10:04:14,603166,福达股份,大笔买入,"736400,11.11000,0.098912"
10:04:03,603082,北自科技,大笔买入,"45400,41.05000,0.016592"
10:03:48,002862,实丰文化,大笔买入,"139200,36.58000,0.001643"
10:03:43,301387,光大同创,大笔买入,"49120,37.29000,0.036986"
10:03:43,300108,*ST吉药,大笔买入,"1009200,1.08000,0.028571"
10:03:30,002526,山东矿机,大笔买入,"3139500,4.33000,0.046005"
10:03:28,301458,钧崴电子,大笔买入,"80500,36.35000,0.019641"
10:03:25,300630,*ST普利,大笔买入,"638200,2.84000,0.198312"
10:03:24,833030,立方控股,大笔买入,"117734,17.96000,0.025128"
10:03:16,301567,贝隆精密,大笔买入,"32000,43.89000,0.045520"
10:03:15,603211,晋拓股份,大笔买入,"88100,18.72000,0.005911"
10:03:12,002369,卓翼科技,大笔买入,"578500,7.35000,0.071429"
10:03:09,001359,平安电工,大笔买入,"59000,27.05000,0.002967"
10:03:06,688449,联芸科技,大笔买入,"99995,45.91000,0.006798"
10:03:04,300063,天龙集团,大笔买入,"921700,10.32000,0.006829"
10:02:50,688227,品高股份,大笔买入,"84411,35.00000,0.064801"
10:02:34,301596,瑞迪智驱,大笔买入,"18900,135.85000,0.111631"
10:02:30,002918,蒙娜丽莎,大笔买入,"423200,9.41000,0.008584"
10:02:30,001317,三羊马,大笔买入,"121600,28.79000,0.013024"
10:02:28,300980,祥源新材,大笔买入,"102100,26.23000,-0.044290"
